data,capital,cenario,custo_projetado,modelo
2028-11-01,Campo Grande,Moderado,907.41,Cenario-Inflacao
2028-12-01,Campo Grande,Moderado,910.74,Cenario-Inflacao
2029-01-01,Campo Grande,Moderado,887.95,Cenario-Inflacao
2029-02-01,Campo Grande,Moderado,864.01,Cenario-Inflacao
2029-03-01,Campo Grande,Moderado,879.41,Cenario-Inflacao
2029-04-01,Campo Grande,Moderado,913.27,Cenario-Inflacao
2029-05-01,Campo Grande,Moderado,889.75,Cenario-Inflacao
2029-06-01,Campo Grande,Moderado,897.06,Cenario-Inflacao
2029-07-01,Campo Grande,Moderado,893.66,Cenario-Inflacao
2029-08-01,Campo Grande,Moderado,892.56,Cenario-Inflacao
2029-09-01,Campo Grande,Moderado,904.53,Cenario-Inflacao
2029-10-01,Campo Grande,Moderado,933.42,Cenario-Inflacao
2029-11-01,Campo Grande,Moderado,948.24,Cenario-Inflacao
2029-12-01,Campo Grande,Moderado,951.73,Cenario-Inflacao
2030-01-01,Campo Grande,Moderado,927.9,Cenario-Inflacao
2030-02-01,Campo Grande,Moderado,902.89,Cenario-Inflacao
2030-03-01,Campo Grande,Moderado,918.98,Cenario-Inflacao
2030-04-01,Campo Grande,Moderado,954.37,Cenario-Inflacao
2030-05-01,Campo Grande,Moderado,929.79,Cenario-Inflacao
2030-06-01,Campo Grande,Moderado,937.42,Cenario-Inflacao
2030-07-01,Campo Grande,Moderado,933.87,Cenario-Inflacao
2030-08-01,Campo Grande,Moderado,932.72,Cenario-Inflacao
2030-09-01,Campo Grande,Moderado,945.24,Cenario-Inflacao
2030-10-01,Campo Grande,Moderado,975.42,Cenario-Inflacao
2030-11-01,Campo Grande,Moderado,990.91,Cenario-Inflacao
2030-12-01,Campo Grande,Moderado,994.55,Cenario-Inflacao
2026-04-01,Campo Grande,Conservador,801.25,Cenario-Inflacao
2026-05-01,Campo Grande,Conservador,781.54,Cenario-Inflacao
2026-06-01,Campo Grande,Conservador,788.89,Cenario-Inflacao
2026-07-01,Campo Grande,Conservador,786.84,Cenario-Inflacao
2026-08-01,Campo Grande,Conservador,786.8,Cenario-Inflacao
2026-09-01,Campo Grande,Conservador,798.31,Cenario-Inflacao
2026-10-01,Campo Grande,Conservador,824.78,Cenario-Inflacao
2026-11-01,Campo Grande,Conservador,838.87,Cenario-Inflacao
2026-12-01,Campo Grande,Conservador,842.96,Cenario-Inflacao
2027-01-01,Campo Grande,Conservador,822.83,Cenario-Inflacao
2027-02-01,Campo Grande,Conservador,801.6,Cenario-Inflacao
2027-03-01,Campo Grande,Conservador,816.86,Cenario-Inflacao
2027-04-01,Campo Grande,Conservador,849.32,Cenario-Inflacao
2027-05-01,Campo Grande,Conservador,828.43,Cenario-Inflacao
2027-06-01,Campo Grande,Conservador,836.23,Cenario-Inflacao
2027-07-01,Campo Grande,Conservador,834.05,Cenario-Inflacao
2027-08-01,Campo Grande,Conservador,834.01,Cenario-Inflacao
2027-09-01,Campo Grande,Conservador,846.21,Cenario-Inflacao
2027-10-01,Campo Grande,Conservador,874.27,Cenario-Inflacao
2027-11-01,Campo Grande,Conservador,889.21,Cenario-Inflacao
2027-12-01,Campo Grande,Conservador,893.54,Cenario-Inflacao
2028-01-01,Campo Grande,Conservador,872.2,Cenario-Inflacao
2028-02-01,Campo Grande,Conservador,849.7,Cenario-Inflacao
2028-03-01,Campo Grande,Conservador,865.87,Cenario-Inflacao
2028-04-01,Campo Grande,Conservador,900.28,Cenario-Inflacao
2028-05-01,Campo Grande,Conservador,878.14,Cenario-Inflacao
2028-06-01,Campo Grande,Conservador,886.4,Cenario-Inflacao
2028-07-01,Campo Grande,Conservador,884.09,Cenario-Inflacao
2028-08-01,Campo Grande,Conservador,884.05,Cenario-Inflacao
2028-09-01,Campo Grande,Conservador,896.98,Cenario-Inflacao
2028-10-01,Campo Grande,Conservador,926.72,Cenario-Inflacao
2028-11-01,Campo Grande,Conservador,942.56,Cenario-Inflacao
2028-12-01,Campo Grande,Conservador,947.15,Cenario-Inflacao
2029-01-01,Campo Grande,Conservador,924.54,Cenario-Inflacao
2029-02-01,Campo Grande,Conservador,900.68,Cenario-Inflacao
2029-03-01,Campo Grande,Conservador,917.82,Cenario-Inflacao
2029-04-01,Campo Grande,Conservador,954.3,Cenario-Inflacao
2029-05-01,Campo Grande,Conservador,930.83,Cenario-Inflacao
2029-06-01,Campo Grande,Conservador,939.58,Cenario-Inflacao
2029-07-01,Campo Grande,Conservador,937.14,Cenario-Inflacao
2029-08-01,Campo Grande,Conservador,937.1,Cenario-Inflacao
2029-09-01,Campo Grande,Conservador,950.8,Cenario-Inflacao
2029-10-01,Campo Grande,Conservador,982.33,Cenario-Inflacao
2029-11-01,Campo Grande,Conservador,999.11,Cenario-Inflacao
2029-12-01,Campo Grande,Conservador,1003.98,Cenario-Inflacao
2030-01-01,Campo Grande,Conservador,980.01,Cenario-Inflacao
2030-02-01,Campo Grande,Conservador,954.72,Cenario-Inflacao
2030-03-01,Campo Grande,Conservador,972.89,Cenario-Inflacao
2030-04-01,Campo Grande,Conservador,1011.56,Cenario-Inflacao
2030-05-01,Campo Grande,Conservador,986.68,Cenario-Inflacao
2030-06-01,Campo Grande,Conservador,995.96,Cenario-Inflacao
2030-07-01,Campo Grande,Conservador,993.37,Cenario-Inflacao
2030-08-01,Campo Grande,Conservador,993.32,Cenario-Inflacao
2030-09-01,Campo Grande,Conservador,1007.85,Cenario-Inflacao
2030-10-01,Campo Grande,Conservador,1041.27,Cenario-Inflacao
2030-11-01,Campo Grande,Conservador,1059.06,Cenario-Inflacao
2030-12-01,Campo Grande,Conservador,1064.21,Cenario-Inflacao
2026-04-01,Cuiabá,Otimista,788.44,Cenario-Inflacao
2026-05-01,Cuiabá,Otimista,795.96,Cenario-Inflacao
2026-06-01,Cuiabá,Otimista,811.37,Cenario-Inflacao
2026-07-01,Cuiabá,Otimista,821.0,Cenario-Inflacao
2026-08-01,Cuiabá,Otimista,827.47,Cenario-Inflacao
2026-09-01,Cuiabá,Otimista,830.7,Cenario-Inflacao
2026-10-01,Cuiabá,Otimista,837.03,Cenario-Inflacao
2026-11-01,Cuiabá,Otimista,841.09,Cenario-Inflacao
2026-12-01,Cuiabá,Otimista,850.27,Cenario-Inflacao
2027-01-01,Cuiabá,Otimista,839.65,Cenario-Inflacao
2027-02-01,Cuiabá,Otimista,827.46,Cenario-Inflacao
2027-03-01,Cuiabá,Otimista,818.29,Cenario-Inflacao
2027-04-01,Cuiabá,Otimista,812.09,Cenario-Inflacao
2027-05-01,Cuiabá,Otimista,819.84,Cenario-Inflacao
2027-06-01,Cuiabá,Otimista,835.71,Cenario-Inflacao
2027-07-01,Cuiabá,Otimista,845.63,Cenario-Inflacao
2027-08-01,Cuiabá,Otimista,852.3,Cenario-Inflacao
2027-09-01,Cuiabá,Otimista,855.62,Cenario-Inflacao
2027-10-01,Cuiabá,Otimista,862.15,Cenario-Inflacao
2027-11-01,Cuiabá,Otimista,866.33,Cenario-Inflacao
2027-12-01,Cuiabá,Otimista,875.77,Cenario-Inflacao
2028-01-01,Cuiabá,Otimista,864.84,Cenario-Inflacao
2028-02-01,Cuiabá,Otimista,852.29,Cenario-Inflacao
2028-03-01,Cuiabá,Otimista,842.84,Cenario-Inflacao
2028-04-01,Cuiabá,Otimista,836.45,Cenario-Inflacao
2028-05-01,Cuiabá,Otimista,844.44,Cenario-Inflacao
2028-06-01,Cuiabá,Otimista,860.79,Cenario-Inflacao
2028-07-01,Cuiabá,Otimista,871.0,Cenario-Inflacao
2028-08-01,Cuiabá,Otimista,877.87,Cenario-Inflacao
2028-09-01,Cuiabá,Otimista,881.29,Cenario-Inflacao
2028-10-01,Cuiabá,Otimista,888.01,Cenario-Inflacao
2028-11-01,Cuiabá,Otimista,892.32,Cenario-Inflacao
2028-12-01,Cuiabá,Otimista,902.05,Cenario-Inflacao
2029-01-01,Cuiabá,Otimista,890.78,Cenario-Inflacao
2029-02-01,Cuiabá,Otimista,877.86,Cenario-Inflacao
2029-03-01,Cuiabá,Otimista,868.13,Cenario-Inflacao
2029-04-01,Cuiabá,Otimista,861.54,Cenario-Inflacao
2029-05-01,Cuiabá,Otimista,869.77,Cenario-Inflacao
2029-06-01,Cuiabá,Otimista,886.61,Cenario-Inflacao
2029-07-01,Cuiabá,Otimista,897.13,Cenario-Inflacao
2029-08-01,Cuiabá,Otimista,904.2,Cenario-Inflacao
2029-09-01,Cuiabá,Otimista,907.73,Cenario-Inflacao
2029-10-01,Cuiabá,Otimista,914.65,Cenario-Inflacao
2029-11-01,Cuiabá,Otimista,919.08,Cenario-Inflacao
2029-12-01,Cuiabá,Otimista,929.11,Cenario-Inflacao
2030-01-01,Cuiabá,Otimista,917.51,Cenario-Inflacao
2030-02-01,Cuiabá,Otimista,904.19,Cenario-Inflacao
2030-03-01,Cuiabá,Otimista,894.17,Cenario-Inflacao
2030-04-01,Cuiabá,Otimista,887.39,Cenario-Inflacao
2030-05-01,Cuiabá,Otimista,895.87,Cenario-Inflacao
2030-06-01,Cuiabá,Otimista,913.21,Cenario-Inflacao
2030-07-01,Cuiabá,Otimista,924.04,Cenario-Inflacao
2030-08-01,Cuiabá,Otimista,931.33,Cenario-Inflacao
2030-09-01,Cuiabá,Otimista,934.96,Cenario-Inflacao
2030-10-01,Cuiabá,Otimista,942.09,Cenario-Inflacao
2030-11-01,Cuiabá,Otimista,946.66,Cenario-Inflacao
2030-12-01,Cuiabá,Otimista,956.98,Cenario-Inflacao
2026-04-01,Cuiabá,Moderado,789.39,Cenario-Inflacao
2026-05-01,Cuiabá,Moderado,797.89,Cenario-Inflacao
2026-06-01,Cuiabá,Moderado,814.31,Cenario-Inflacao
2026-07-01,Cuiabá,Moderado,824.97,Cenario-Inflacao
2026-08-01,Cuiabá,Moderado,832.47,Cenario-Inflacao
2026-09-01,Cuiabá,Moderado,836.73,Cenario-Inflacao
2026-10-01,Cuiabá,Moderado,844.12,Cenario-Inflacao
2026-11-01,Cuiabá,Moderado,849.24,Cenario-Inflacao
2026-12-01,Cuiabá,Moderado,859.54,Cenario-Inflacao
2027-01-01,Cuiabá,Moderado,849.83,Cenario-Inflacao
2027-02-01,Cuiabá,Moderado,838.5,Cenario-Inflacao
2027-03-01,Cuiabá,Moderado,830.21,Cenario-Inflacao
2027-04-01,Cuiabá,Moderado,824.91,Cenario-Inflacao
2027-05-01,Cuiabá,Moderado,833.79,Cenario-Inflacao
2027-06-01,Cuiabá,Moderado,850.95,Cenario-Inflacao
2027-07-01,Cuiabá,Moderado,862.09,Cenario-Inflacao
2027-08-01,Cuiabá,Moderado,869.94,Cenario-Inflacao
2027-09-01,Cuiabá,Moderado,874.38,Cenario-Inflacao
2027-10-01,Cuiabá,Moderado,882.11,Cenario-Inflacao
2027-11-01,Cuiabá,Moderado,887.45,Cenario-Inflacao
2027-12-01,Cuiabá,Moderado,898.22,Cenario-Inflacao
2028-01-01,Cuiabá,Moderado,888.07,Cenario-Inflacao
2028-02-01,Cuiabá,Moderado,876.24,Cenario-Inflacao
2028-03-01,Cuiabá,Moderado,867.57,Cenario-Inflacao
2028-04-01,Cuiabá,Moderado,862.03,Cenario-Inflacao
2028-05-01,Cuiabá,Moderado,871.31,Cenario-Inflacao
2028-06-01,Cuiabá,Moderado,889.25,Cenario-Inflacao
2028-07-01,Cuiabá,Moderado,900.89,Cenario-Inflacao
2028-08-01,Cuiabá,Moderado,909.08,Cenario-Inflacao
2028-09-01,Cuiabá,Moderado,913.72,Cenario-Inflacao
2028-10-01,Cuiabá,Moderado,921.8,Cenario-Inflacao
2028-11-01,Cuiabá,Moderado,927.39,Cenario-Inflacao
2028-12-01,Cuiabá,Moderado,938.63,Cenario-Inflacao
2029-01-01,Cuiabá,Moderado,928.03,Cenario-Inflacao
2029-02-01,Cuiabá,Moderado,915.67,Cenario-Inflacao
2029-03-01,Cuiabá,Moderado,906.61,Cenario-Inflacao
2029-04-01,Cuiabá,Moderado,900.82,Cenario-Inflacao
2029-05-01,Cuiabá,Moderado,910.52,Cenario-Inflacao
2029-06-01,Cuiabá,Moderado,929.26,Cenario-Inflacao
2029-07-01,Cuiabá,Moderado,941.43,Cenario-Inflacao
2029-08-01,Cuiabá,Moderado,949.99,Cenario-Inflacao
2029-09-01,Cuiabá,Moderado,954.84,Cenario-Inflacao
2029-10-01,Cuiabá,Moderado,963.29,Cenario-Inflacao
2029-11-01,Cuiabá,Moderado,969.12,Cenario-Inflacao
2029-12-01,Cuiabá,Moderado,980.87,Cenario-Inflacao
2030-01-01,Cuiabá,Moderado,969.79,Cenario-Inflacao
2030-02-01,Cuiabá,Moderado,956.87,Cenario-Inflacao
2030-03-01,Cuiabá,Moderado,947.41,Cenario-Inflacao
2030-04-01,Cuiabá,Moderado,941.36,Cenario-Inflacao
2030-05-01,Cuiabá,Moderado,951.49,Cenario-Inflacao
2030-06-01,Cuiabá,Moderado,971.08,Cenario-Inflacao
2030-07-01,Cuiabá,Moderado,983.79,Cenario-Inflacao
2030-08-01,Cuiabá,Moderado,992.74,Cenario-Inflacao
2030-09-01,Cuiabá,Moderado,997.81,Cenario-Inflacao
2030-10-01,Cuiabá,Moderado,1006.63,Cenario-Inflacao
2030-11-01,Cuiabá,Moderado,1012.73,Cenario-Inflacao
2030-12-01,Cuiabá,Moderado,1025.01,Cenario-Inflacao
2026-04-01,Cuiabá,Conservador,790.32,Cenario-Inflacao
2026-05-01,Cuiabá,Conservador,799.78,Cenario-Inflacao
2026-06-01,Cuiabá,Conservador,817.22,Cenario-Inflacao
2026-07-01,Cuiabá,Conservador,828.9,Cenario-Inflacao
2026-08-01,Cuiabá,Conservador,837.43,Cenario-Inflacao
2026-09-01,Cuiabá,Conservador,842.71,Cenario-Inflacao
2026-10-01,Cuiabá,Conservador,851.17,Cenario-Inflacao
2026-11-01,Cuiabá,Conservador,857.35,Cenario-Inflacao
2026-12-01,Cuiabá,Conservador,868.77,Cenario-Inflacao
2027-01-01,Cuiabá,Conservador,859.98,Cenario-Inflacao
2027-02-01,Cuiabá,Conservador,849.53,Cenario-Inflacao
2027-03-01,Cuiabá,Conservador,842.12,Cenario-Inflacao
2027-04-01,Cuiabá,Conservador,837.74,Cenario-Inflacao
2027-05-01,Cuiabá,Conservador,847.77,Cenario-Inflacao
2027-06-01,Cuiabá,Conservador,866.25,Cenario-Inflacao
2027-07-01,Cuiabá,Conservador,878.63,Cenario-Inflacao
2027-08-01,Cuiabá,Conservador,887.68,Cenario-Inflacao
2027-09-01,Cuiabá,Conservador,893.27,Cenario-Inflacao
2027-10-01,Cuiabá,Conservador,902.24,Cenario-Inflacao
2027-11-01,Cuiabá,Conservador,908.79,Cenario-Inflacao
2027-12-01,Cuiabá,Conservador,920.9,Cenario-Inflacao
2028-01-01,Cuiabá,Conservador,911.58,Cenario-Inflacao
2028-02-01,Cuiabá,Conservador,900.5,Cenario-Inflacao
2028-03-01,Cuiabá,Conservador,892.65,Cenario-Inflacao
2028-04-01,Cuiabá,Conservador,888.01,Cenario-Inflacao
2028-05-01,Cuiabá,Conservador,898.64,Cenario-Inflacao
2028-06-01,Cuiabá,Conservador,918.23,Cenario-Inflacao
2028-07-01,Cuiabá,Conservador,931.35,Cenario-Inflacao
2028-08-01,Cuiabá,Conservador,940.94,Cenario-Inflacao
2028-09-01,Cuiabá,Conservador,946.87,Cenario-Inflacao
2028-10-01,Cuiabá,Conservador,956.38,Cenario-Inflacao
2028-11-01,Cuiabá,Conservador,963.31,Cenario-Inflacao
2028-12-01,Cuiabá,Conservador,976.15,Cenario-Inflacao
2029-01-01,Cuiabá,Conservador,966.27,Cenario-Inflacao
2029-02-01,Cuiabá,Conservador,954.53,Cenario-Inflacao
2029-03-01,Cuiabá,Conservador,946.21,Cenario-Inflacao
2029-04-01,Cuiabá,Conservador,941.29,Cenario-Inflacao
2029-05-01,Cuiabá,Conservador,952.55,Cenario-Inflacao
2029-06-01,Cuiabá,Conservador,973.32,Cenario-Inflacao
2029-07-01,Cuiabá,Conservador,987.23,Cenario-Inflacao
2029-08-01,Cuiabá,Conservador,997.4,Cenario-Inflacao
2029-09-01,Cuiabá,Conservador,1003.68,Cenario-Inflacao
2029-10-01,Cuiabá,Conservador,1013.76,Cenario-Inflacao
2029-11-01,Cuiabá,Conservador,1021.11,Cenario-Inflacao
2029-12-01,Cuiabá,Conservador,1034.72,Cenario-Inflacao
2030-01-01,Cuiabá,Conservador,1024.25,Cenario-Inflacao
2030-02-01,Cuiabá,Conservador,1011.8,Cenario-Inflacao
2030-03-01,Cuiabá,Conservador,1002.98,Cenario-Inflacao
2030-04-01,Cuiabá,Conservador,997.77,Cenario-Inflacao
2030-05-01,Cuiabá,Conservador,1009.71,Cenario-Inflacao
2030-06-01,Cuiabá,Conservador,1031.72,Cenario-Inflacao
2030-07-01,Cuiabá,Conservador,1046.46,Cenario-Inflacao
2030-08-01,Cuiabá,Conservador,1057.24,Cenario-Inflacao
2030-09-01,Cuiabá,Conservador,1063.9,Cenario-Inflacao
2030-10-01,Cuiabá,Conservador,1074.58,Cenario-Inflacao
2030-11-01,Cuiabá,Conservador,1082.38,Cenario-Inflacao
2030-12-01,Cuiabá,Conservador,1096.81,Cenario-Inflacao
2026-04-01,Curitiba,Otimista,760.65,Cenario-Inflacao
2026-05-01,Curitiba,Otimista,770.43,Cenario-Inflacao
2026-06-01,Curitiba,Otimista,768.81,Cenario-Inflacao
2026-07-01,Curitiba,Otimista,759.81,Cenario-Inflacao
2026-08-01,Curitiba,Otimista,745.05,Cenario-Inflacao
2026-09-01,Curitiba,Otimista,751.16,Cenario-Inflacao
2026-10-01,Curitiba,Otimista,766.67,Cenario-Inflacao
2026-11-01,Curitiba,Otimista,776.94,Cenario-Inflacao
2026-12-01,Curitiba,Otimista,775.01,Cenario-Inflacao
2027-01-01,Curitiba,Otimista,751.11,Cenario-Inflacao
2027-02-01,Curitiba,Otimista,745.54,Cenario-Inflacao
2027-03-01,Curitiba,Otimista,757.67,Cenario-Inflacao
2027-04-01,Curitiba,Otimista,783.47,Cenario-Inflacao
2027-05-01,Curitiba,Otimista,793.55,Cenario-Inflacao
2027-06-01,Curitiba,Otimista,791.88,Cenario-Inflacao
2027-07-01,Curitiba,Otimista,782.61,Cenario-Inflacao
2027-08-01,Curitiba,Otimista,767.4,Cenario-Inflacao
2027-09-01,Curitiba,Otimista,773.69,Cenario-Inflacao
2027-10-01,Curitiba,Otimista,789.67,Cenario-Inflacao
2027-11-01,Curitiba,Otimista,800.24,Cenario-Inflacao
2027-12-01,Curitiba,Otimista,798.26,Cenario-Inflacao
2028-01-01,Curitiba,Otimista,773.64,Cenario-Inflacao
2028-02-01,Curitiba,Otimista,767.9,Cenario-Inflacao
2028-03-01,Curitiba,Otimista,780.4,Cenario-Inflacao
2028-04-01,Curitiba,Otimista,806.97,Cenario-Inflacao
2028-05-01,Curitiba,Otimista,817.35,Cenario-Inflacao
2028-06-01,Curitiba,Otimista,815.63,Cenario-Inflacao
2028-07-01,Curitiba,Otimista,806.09,Cenario-Inflacao
2028-08-01,Curitiba,Otimista,790.42,Cenario-Inflacao
2028-09-01,Curitiba,Otimista,796.9,Cenario-Inflacao
2028-10-01,Curitiba,Otimista,813.36,Cenario-Inflacao
2028-11-01,Curitiba,Otimista,824.25,Cenario-Inflacao
2028-12-01,Curitiba,Otimista,822.21,Cenario-Inflacao
2029-01-01,Curitiba,Otimista,796.85,Cenario-Inflacao
2029-02-01,Curitiba,Otimista,790.94,Cenario-Inflacao
2029-03-01,Curitiba,Otimista,803.81,Cenario-Inflacao
2029-04-01,Curitiba,Otimista,831.18,Cenario-Inflacao
2029-05-01,Curitiba,Otimista,841.87,Cenario-Inflacao
2029-06-01,Curitiba,Otimista,840.1,Cenario-Inflacao
2029-07-01,Curitiba,Otimista,830.27,Cenario-Inflacao
2029-08-01,Curitiba,Otimista,814.13,Cenario-Inflacao
2029-09-01,Curitiba,Otimista,820.81,Cenario-Inflacao
2029-10-01,Curitiba,Otimista,837.76,Cenario-Inflacao
2029-11-01,Curitiba,Otimista,848.98,Cenario-Inflacao
2029-12-01,Curitiba,Otimista,846.88,Cenario-Inflacao
2030-01-01,Curitiba,Otimista,820.76,Cenario-Inflacao
2030-02-01,Curitiba,Otimista,814.67,Cenario-Inflacao
2030-03-01,Curitiba,Otimista,827.93,Cenario-Inflacao
2030-04-01,Curitiba,Otimista,856.12,Cenario-Inflacao
2030-05-01,Curitiba,Otimista,867.13,Cenario-Inflacao
2030-06-01,Curitiba,Otimista,865.3,Cenario-Inflacao
2030-07-01,Curitiba,Otimista,855.18,Cenario-Inflacao
2030-08-01,Curitiba,Otimista,838.56,Cenario-Inflacao
2030-09-01,Curitiba,Otimista,845.43,Cenario-Inflacao
2030-10-01,Curitiba,Otimista,862.9,Cenario-Inflacao
2030-11-01,Curitiba,Otimista,874.45,Cenario-Inflacao
2030-12-01,Curitiba,Otimista,872.28,Cenario-Inflacao
2026-04-01,Curitiba,Moderado,761.57,Cenario-Inflacao
2026-05-01,Curitiba,Moderado,772.29,Cenario-Inflacao
2026-06-01,Curitiba,Moderado,771.6,Cenario-Inflacao
2026-07-01,Curitiba,Moderado,763.49,Cenario-Inflacao
2026-08-01,Curitiba,Moderado,749.55,Cenario-Inflacao
2026-09-01,Curitiba,Moderado,756.61,Cenario-Inflacao
2026-10-01,Curitiba,Moderado,773.17,Cenario-Inflacao
2026-11-01,Curitiba,Moderado,784.46,Cenario-Inflacao
2026-12-01,Curitiba,Moderado,783.46,Cenario-Inflacao
2027-01-01,Curitiba,Moderado,760.21,Cenario-Inflacao
2027-02-01,Curitiba,Moderado,755.48,Cenario-Inflacao
2027-03-01,Curitiba,Moderado,768.71,Cenario-Inflacao
2027-04-01,Curitiba,Moderado,795.84,Cenario-Inflacao
2027-05-01,Curitiba,Moderado,807.05,Cenario-Inflacao
2027-06-01,Curitiba,Moderado,806.32,Cenario-Inflacao
2027-07-01,Curitiba,Moderado,797.84,Cenario-Inflacao
2027-08-01,Curitiba,Moderado,783.28,Cenario-Inflacao
2027-09-01,Curitiba,Moderado,790.65,Cenario-Inflacao
2027-10-01,Curitiba,Moderado,807.96,Cenario-Inflacao
2027-11-01,Curitiba,Moderado,819.76,Cenario-Inflacao
2027-12-01,Curitiba,Moderado,818.72,Cenario-Inflacao
2028-01-01,Curitiba,Moderado,794.42,Cenario-Inflacao
2028-02-01,Curitiba,Moderado,789.48,Cenario-Inflacao
2028-03-01,Curitiba,Moderado,803.3,Cenario-Inflacao
2028-04-01,Curitiba,Moderado,831.65,Cenario-Inflacao
2028-05-01,Curitiba,Moderado,843.36,Cenario-Inflacao
2028-06-01,Curitiba,Moderado,842.6,Cenario-Inflacao
2028-07-01,Curitiba,Moderado,833.75,Cenario-Inflacao
2028-08-01,Curitiba,Moderado,818.53,Cenario-Inflacao
2028-09-01,Curitiba,Moderado,826.23,Cenario-Inflacao
2028-10-01,Curitiba,Moderado,844.32,Cenario-Inflacao
2028-11-01,Curitiba,Moderado,856.65,Cenario-Inflacao
2028-12-01,Curitiba,Moderado,855.56,Cenario-Inflacao
2029-01-01,Curitiba,Moderado,830.17,Cenario-Inflacao
2029-02-01,Curitiba,Moderado,825.01,Cenario-Inflacao
2029-03-01,Curitiba,Moderado,839.45,Cenario-Inflacao
2029-04-01,Curitiba,Moderado,869.07,Cenario-Inflacao
2029-05-01,Curitiba,Moderado,881.31,Cenario-Inflacao
2029-06-01,Curitiba,Moderado,880.52,Cenario-Inflacao
2029-07-01,Curitiba,Moderado,871.26,Cenario-Inflacao
2029-08-01,Curitiba,Moderado,855.36,Cenario-Inflacao
2029-09-01,Curitiba,Moderado,863.41,Cenario-Inflacao
2029-10-01,Curitiba,Moderado,882.31,Cenario-Inflacao
2029-11-01,Curitiba,Moderado,895.2,Cenario-Inflacao
2029-12-01,Curitiba,Moderado,894.06,Cenario-Inflacao
2030-01-01,Curitiba,Moderado,867.53,Cenario-Inflacao
2030-02-01,Curitiba,Moderado,862.13,Cenario-Inflacao
2030-03-01,Curitiba,Moderado,877.22,Cenario-Inflacao
2030-04-01,Curitiba,Moderado,908.18,Cenario-Inflacao
2030-05-01,Curitiba,Moderado,920.97,Cenario-Inflacao
2030-06-01,Curitiba,Moderado,920.14,Cenario-Inflacao
2030-07-01,Curitiba,Moderado,910.47,Cenario-Inflacao
2030-08-01,Curitiba,Moderado,893.85,Cenario-Inflacao
2030-09-01,Curitiba,Moderado,902.27,Cenario-Inflacao
2030-10-01,Curitiba,Moderado,922.01,Cenario-Inflacao
2030-11-01,Curitiba,Moderado,935.48,Cenario-Inflacao
2030-12-01,Curitiba,Moderado,934.29,Cenario-Inflacao
2026-04-01,Curitiba,Conservador,762.47,Cenario-Inflacao
2026-05-01,Curitiba,Conservador,774.13,Cenario-Inflacao
2026-06-01,Curitiba,Conservador,774.35,Cenario-Inflacao
2026-07-01,Curitiba,Conservador,767.12,Cenario-Inflacao
2026-08-01,Curitiba,Conservador,754.01,Cenario-Inflacao
2026-09-01,Curitiba,Conservador,762.02,Cenario-Inflacao
2026-10-01,Curitiba,Conservador,779.62,Cenario-Inflacao
2026-11-01,Curitiba,Conservador,791.95,Cenario-Inflacao
2026-12-01,Curitiba,Conservador,791.88,Cenario-Inflacao
2027-01-01,Curitiba,Conservador,769.29,Cenario-Inflacao
2027-02-01,Curitiba,Conservador,765.42,Cenario-Inflacao
2027-03-01,Curitiba,Conservador,779.74,Cenario-Inflacao
2027-04-01,Curitiba,Conservador,808.22,Cenario-Inflacao
2027-05-01,Curitiba,Conservador,820.58,Cenario-Inflacao
2027-06-01,Curitiba,Conservador,820.81,Cenario-Inflacao
2027-07-01,Curitiba,Conservador,813.15,Cenario-Inflacao
2027-08-01,Curitiba,Conservador,799.26,Cenario-Inflacao
2027-09-01,Curitiba,Conservador,807.74,Cenario-Inflacao
2027-10-01,Curitiba,Conservador,826.4,Cenario-Inflacao
2027-11-01,Curitiba,Conservador,839.47,Cenario-Inflacao
2027-12-01,Curitiba,Conservador,839.39,Cenario-Inflacao
2028-01-01,Curitiba,Conservador,815.45,Cenario-Inflacao
2028-02-01,Curitiba,Conservador,811.34,Cenario-Inflacao
2028-03-01,Curitiba,Conservador,826.52,Cenario-Inflacao
2028-04-01,Curitiba,Conservador,856.71,Cenario-Inflacao
2028-05-01,Curitiba,Conservador,869.81,Cenario-Inflacao
2028-06-01,Curitiba,Conservador,870.06,Cenario-Inflacao
2028-07-01,Curitiba,Conservador,861.94,Cenario-Inflacao
2028-08-01,Curitiba,Conservador,847.21,Cenario-Inflacao
2028-09-01,Curitiba,Conservador,856.2,Cenario-Inflacao
2028-10-01,Curitiba,Conservador,875.98,Cenario-Inflacao
2028-11-01,Curitiba,Conservador,889.83,Cenario-Inflacao
2028-12-01,Curitiba,Conservador,889.76,Cenario-Inflacao
2029-01-01,Curitiba,Conservador,864.38,Cenario-Inflacao
2029-02-01,Curitiba,Conservador,860.03,Cenario-Inflacao
2029-03-01,Curitiba,Conservador,876.12,Cenario-Inflacao
2029-04-01,Curitiba,Conservador,908.12,Cenario-Inflacao
2029-05-01,Curitiba,Conservador,922.0,Cenario-Inflacao
2029-06-01,Curitiba,Conservador,922.26,Cenario-Inflacao
2029-07-01,Curitiba,Conservador,913.65,Cenario-Inflacao
2029-08-01,Curitiba,Conservador,898.04,Cenario-Inflacao
2029-09-01,Curitiba,Conservador,907.57,Cenario-Inflacao
2029-10-01,Curitiba,Conservador,928.54,Cenario-Inflacao
2029-11-01,Curitiba,Conservador,943.22,Cenario-Inflacao
2029-12-01,Curitiba,Conservador,943.14,Cenario-Inflacao
2030-01-01,Curitiba,Conservador,916.24,Cenario-Inflacao
2030-02-01,Curitiba,Conservador,911.63,Cenario-Inflacao
