data,capital,custo
2025-12-01,Manaus,620.42
2026-01-01,Manaus,647.97
2026-02-01,Manaus,628.9
2026-03-01,Manaus,675.56
2020-01-01,Natal,389.26
2020-02-01,Natal,405.88
2020-03-01,Natal,426.0
2020-04-01,Natal,428.28
2020-05-01,Natal,429.57
2020-06-01,Natal,442.46
2020-07-01,Natal,430.66
2020-08-01,Natal,419.47
2020-09-01,Natal,422.31
2020-10-01,Natal,436.76
2020-11-01,Natal,455.43
2020-12-01,Natal,458.79
2021-01-01,Natal,454.49
2021-02-01,Natal,464.43
2021-03-01,Natal,477.56
2021-04-01,Natal,478.23
2021-05-01,Natal,501.7
2021-06-01,Natal,500.2
2021-07-01,Natal,506.51
2021-08-01,Natal,508.04
2021-09-01,Natal,493.29
2021-10-01,Natal,504.66
2021-11-01,Natal,521.08
2021-12-01,Natal,529.54
2022-01-01,Natal,551.06
2022-02-01,Natal,557.2
2022-03-01,Natal,575.33
2022-04-01,Natal,595.37
2022-05-01,Natal,586.42
2022-06-01,Natal,611.79
2022-07-01,Natal,587.58
2022-08-01,Natal,580.74
2022-09-01,Natal,581.53
2022-10-01,Natal,573.4
2022-11-01,Natal,566.95
2022-12-01,Natal,584.36
2023-01-01,Natal,622.16
2023-02-01,Natal,626.15
2023-03-01,Natal,615.03
2023-04-01,Natal,605.94
2023-05-01,Natal,602.16
2023-06-01,Natal,632.27
2023-07-01,Natal,613.64
2023-08-01,Natal,581.18
2023-09-01,Natal,598.99
2023-10-01,Natal,582.12
2023-11-01,Natal,567.3
2023-12-01,Natal,556.06
2024-01-01,Natal,575.71
2024-02-01,Natal,579.31
2024-03-01,Natal,605.33
2024-04-01,Natal,632.23
2024-05-01,Natal,640.1
2024-06-01,Natal,599.29
2024-07-01,Natal,575.12
2024-08-01,Natal,555.68
2024-09-01,Natal,554.0
2024-10-01,Natal,576.23
2024-11-01,Natal,593.54
2024-12-01,Natal,617.32
2025-01-01,Natal,634.11
2025-02-01,Natal,648.58
2025-03-01,Natal,636.47
2025-04-01,Natal,657.0
2025-05-01,Natal,645.0
2025-06-01,Natal,636.95
2025-07-01,Natal,646.13
2025-08-01,Natal,622.0
2025-09-01,Natal,610.27
2025-10-01,Natal,612.18
2025-11-01,Natal,591.38
2025-12-01,Natal,597.15
2026-01-01,Natal,595.86
2026-02-01,Natal,616.84
2026-03-01,Natal,653.77
2025-04-01,Palmas,746.77
2025-05-01,Palmas,720.37
2025-06-01,Palmas,717.32
2025-07-01,Palmas,715.77
2025-08-01,Palmas,720.45
2025-09-01,Palmas,677.87
2025-10-01,Palmas,695.42
2025-11-01,Palmas,672.61
2025-12-01,Palmas,677.63
2026-01-01,Palmas,700.44
2026-02-01,Palmas,695.28
2026-03-01,Palmas,717.45
2020-01-01,Porto Alegre,502.98
2020-02-01,Porto Alegre,492.83
2020-03-01,Porto Alegre,497.88
2020-04-01,Porto Alegre,527.01
2020-05-01,Porto Alegre,518.63
2020-06-01,Porto Alegre,512.4
2020-07-01,Porto Alegre,511.22
2020-08-01,Porto Alegre,528.61
2020-09-01,Porto Alegre,552.86
2020-10-01,Porto Alegre,581.39
2020-11-01,Porto Alegre,617.03
2020-12-01,Porto Alegre,615.66
2021-01-01,Porto Alegre,626.25
2021-02-01,Porto Alegre,632.67
2021-03-01,Porto Alegre,623.37
2021-04-01,Porto Alegre,626.11
2021-05-01,Porto Alegre,636.96
2021-06-01,Porto Alegre,642.31
2021-07-01,Porto Alegre,656.92
2021-08-01,Porto Alegre,664.67
2021-09-01,Porto Alegre,672.39
2021-10-01,Porto Alegre,691.08
2021-11-01,Porto Alegre,685.32
2021-12-01,Porto Alegre,682.9
2022-01-01,Porto Alegre,673.0
2022-02-01,Porto Alegre,695.91
2022-03-01,Porto Alegre,734.28
2022-04-01,Porto Alegre,780.86
2022-05-01,Porto Alegre,768.76
2022-06-01,Porto Alegre,754.19
2022-07-01,Porto Alegre,752.84
2022-08-01,Porto Alegre,748.06
2022-09-01,Porto Alegre,743.94
2022-10-01,Porto Alegre,768.82
2022-11-01,Porto Alegre,781.52
2022-12-01,Porto Alegre,765.63
2023-01-01,Porto Alegre,757.33
2023-02-01,Porto Alegre,741.3
2023-03-01,Porto Alegre,746.12
2023-04-01,Porto Alegre,783.55
2023-05-01,Porto Alegre,781.56
2023-06-01,Porto Alegre,773.56
2023-07-01,Porto Alegre,777.16
2023-08-01,Porto Alegre,760.59
2023-09-01,Porto Alegre,741.71
2023-10-01,Porto Alegre,739.21
2023-11-01,Porto Alegre,739.18
2023-12-01,Porto Alegre,766.53
2024-01-01,Porto Alegre,791.16
2024-02-01,Porto Alegre,796.81
2024-03-01,Porto Alegre,777.43
2024-04-01,Porto Alegre,775.63
2024-05-01,Porto Alegre,801.45
2024-06-01,Porto Alegre,804.86
2024-07-01,Porto Alegre,769.96
2024-08-01,Porto Alegre,740.82
2024-09-01,Porto Alegre,756.17
2024-10-01,Porto Alegre,774.32
2024-11-01,Porto Alegre,780.71
2024-12-01,Porto Alegre,783.72
2025-01-01,Porto Alegre,770.63
2025-02-01,Porto Alegre,769.74
2025-03-01,Porto Alegre,791.64
2025-04-01,Porto Alegre,834.22
2025-05-01,Porto Alegre,819.05
2025-06-01,Porto Alegre,831.37
2025-07-01,Porto Alegre,830.41
2025-08-01,Porto Alegre,811.14
2025-09-01,Porto Alegre,811.44
2025-10-01,Porto Alegre,823.57
2025-11-01,Porto Alegre,789.77
2025-12-01,Porto Alegre,784.22
2026-01-01,Porto Alegre,795.37
2026-02-01,Porto Alegre,786.84
2026-03-01,Porto Alegre,799.79
2025-04-01,Porto Velho,665.97
2025-05-01,Porto Velho,646.74
2025-06-01,Porto Velho,635.83
2025-07-01,Porto Velho,636.69
2025-08-01,Porto Velho,631.28
2025-09-01,Porto Velho,621.09
2025-10-01,Porto Velho,618.86
2025-11-01,Porto Velho,614.13
2025-12-01,Porto Velho,592.01
2026-01-01,Porto Velho,601.01
2026-02-01,Porto Velho,601.69
2026-03-01,Porto Velho,623.42
2020-01-01,Recife,395.93
2020-02-01,Recife,420.27
2020-03-01,Recife,433.28
2020-04-01,Recife,461.26
2020-05-01,Recife,451.45
2020-06-01,Recife,435.3
2020-07-01,Recife,436.1
2020-08-01,Recife,439.19
2020-09-01,Recife,464.31
2020-10-01,Recife,469.05
2020-11-01,Recife,462.98
2020-12-01,Recife,469.39
2021-01-01,Recife,474.22
2021-02-01,Recife,469.71
2021-03-01,Recife,461.33
2021-04-01,Recife,471.52
2021-05-01,Recife,480.8
2021-06-01,Recife,483.92
2021-07-01,Recife,487.6
2021-08-01,Recife,491.46
2021-09-01,Recife,489.4
2021-10-01,Recife,485.26
2021-11-01,Recife,524.73
2021-12-01,Recife,532.37
2022-01-01,Recife,543.1
2022-02-01,Recife,549.2
2022-03-01,Recife,561.57
2022-04-01,Recife,582.74
2022-05-01,Recife,595.89
2022-06-01,Recife,612.34
2022-07-01,Recife,616.63
2022-08-01,Recife,598.14
2022-09-01,Recife,580.01
2022-10-01,Recife,558.4
2022-11-01,Recife,551.3
2022-12-01,Recife,565.09
2023-01-01,Recife,608.1
2023-02-01,Recife,606.93
2023-03-01,Recife,578.73
2023-04-01,Recife,582.26
2023-05-01,Recife,587.13
2023-06-01,Recife,621.14
2023-07-01,Recife,592.71
2023-08-01,Recife,580.72
2023-09-01,Recife,570.2
2023-10-01,Recife,557.1
2023-11-01,Recife,551.04
2023-12-01,Recife,538.08
2024-01-01,Recife,550.51
2024-02-01,Recife,559.68
2024-03-01,Recife,592.19
2024-04-01,Recife,617.28
2024-05-01,Recife,618.47
2024-06-01,Recife,582.9
2024-07-01,Recife,548.43
2024-08-01,Recife,533.12
2024-09-01,Recife,535.32
2024-10-01,Recife,548.19
2024-11-01,Recife,578.16
2024-12-01,Recife,588.35
2025-01-01,Recife,598.72
2025-02-01,Recife,625.33
2025-03-01,Recife,627.14
2025-04-01,Recife,652.71
2025-05-01,Recife,636.0
2025-06-01,Recife,637.62
2025-07-01,Recife,655.46
2025-08-01,Recife,629.14
2025-09-01,Recife,615.95
2025-10-01,Recife,608.03
2025-11-01,Recife,598.73
2025-12-01,Recife,596.1
2026-01-01,Recife,600.09
2026-02-01,Recife,611.98
2026-03-01,Recife,654.62
2025-04-01,Rio Branco,677.75
2025-05-01,Rio Branco,654.63
2025-06-01,Rio Branco,640.39
2025-07-01,Rio Branco,641.17
2025-08-01,Rio Branco,641.27
2025-09-01,Rio Branco,620.99
2025-10-01,Rio Branco,631.08
2025-11-01,Rio Branco,635.91
2025-12-01,Rio Branco,626.11
2026-01-01,Rio Branco,631.2
2026-02-01,Rio Branco,631.83
2026-03-01,Rio Branco,641.15
2020-01-01,Rio de Janeiro,507.13
2020-02-01,Rio de Janeiro,505.55
2020-03-01,Rio de Janeiro,533.65
2020-04-01,Rio de Janeiro,544.34
2020-05-01,Rio de Janeiro,558.81
2020-06-01,Rio de Janeiro,512.84
2020-07-01,Rio de Janeiro,505.72
2020-08-01,Rio de Janeiro,529.76
2020-09-01,Rio de Janeiro,563.75
2020-10-01,Rio de Janeiro,592.25
2020-11-01,Rio de Janeiro,629.63
2020-12-01,Rio de Janeiro,621.09
2021-01-01,Rio de Janeiro,644.0
2021-02-01,Rio de Janeiro,629.82
2021-03-01,Rio de Janeiro,612.56
2021-04-01,Rio de Janeiro,622.04
2021-05-01,Rio de Janeiro,622.76
2021-06-01,Rio de Janeiro,619.24
2021-07-01,Rio de Janeiro,621.34
2021-08-01,Rio de Janeiro,634.18
2021-09-01,Rio de Janeiro,643.06
2021-10-01,Rio de Janeiro,673.85
2021-11-01,Rio de Janeiro,665.6
2021-12-01,Rio de Janeiro,666.26
2022-01-01,Rio de Janeiro,692.83
2022-02-01,Rio de Janeiro,697.37
2022-03-01,Rio de Janeiro,750.71
2022-04-01,Rio de Janeiro,768.42
2022-05-01,Rio de Janeiro,723.55
2022-06-01,Rio de Janeiro,733.14
2022-07-01,Rio de Janeiro,723.75
2022-08-01,Rio de Janeiro,717.82
2022-09-01,Rio de Janeiro,714.14
2022-10-01,Rio de Janeiro,736.28
2022-11-01,Rio de Janeiro,749.25
2022-12-01,Rio de Janeiro,752.74
2023-01-01,Rio de Janeiro,770.19
2023-02-01,Rio de Janeiro,745.96
2023-03-01,Rio de Janeiro,735.62
2023-04-01,Rio de Janeiro,750.77
2023-05-01,Rio de Janeiro,749.76
2023-06-01,Rio de Janeiro,741.0
2023-07-01,Rio de Janeiro,738.12
2023-08-01,Rio de Janeiro,722.78
2023-09-01,Rio de Janeiro,719.92
2023-10-01,Rio de Janeiro,721.17
2023-11-01,Rio de Janeiro,728.27
2023-12-01,Rio de Janeiro,738.61
2024-01-01,Rio de Janeiro,791.77
2024-02-01,Rio de Janeiro,832.8
2024-03-01,Rio de Janeiro,812.25
2024-04-01,Rio de Janeiro,801.15
2024-05-01,Rio de Janeiro,796.67
2024-06-01,Rio de Janeiro,814.38
2024-07-01,Rio de Janeiro,757.64
2024-08-01,Rio de Janeiro,745.64
2024-09-01,Rio de Janeiro,757.3
2024-10-01,Rio de Janeiro,773.7
2024-11-01,Rio de Janeiro,777.66
2024-12-01,Rio de Janeiro,779.84
2025-01-01,Rio de Janeiro,802.88
2025-02-01,Rio de Janeiro,814.9
2025-03-01,Rio de Janeiro,835.5
2025-04-01,Rio de Janeiro,849.7
2025-05-01,Rio de Janeiro,847.99
2025-06-01,Rio de Janeiro,843.27
2025-07-01,Rio de Janeiro,823.59
2025-08-01,Rio de Janeiro,801.34
2025-09-01,Rio de Janeiro,799.22
2025-10-01,Rio de Janeiro,801.37
2025-11-01,Rio de Janeiro,783.96
2025-12-01,Rio de Janeiro,792.06
2026-01-01,Rio de Janeiro,817.6
2026-02-01,Rio de Janeiro,826.98
2026-03-01,Rio de Janeiro,867.97
2020-01-01,Salvador,376.49
2020-02-01,Salvador,395.49
2020-03-01,Salvador,408.06
2020-04-01,Salvador,425.12
2020-05-01,Salvador,410.33
2020-06-01,Salvador,419.18
2020-07-01,Salvador,415.22
2020-08-01,Salvador,418.72
2020-09-01,Salvador,459.33
2020-10-01,Salvador,454.5
2020-11-01,Salvador,488.1
2020-12-01,Salvador,479.08
2021-01-01,Salvador,488.94
2021-02-01,Salvador,479.19
2021-03-01,Salvador,461.28
2021-04-01,Salvador,457.56
2021-05-01,Salvador,470.14
2021-06-01,Salvador,467.3
2021-07-01,Salvador,482.58
2021-08-01,Salvador,485.44
2021-09-01,Salvador,478.86
2021-10-01,Salvador,487.59
2021-11-01,Salvador,505.94
2021-12-01,Salvador,518.21
2022-01-01,Salvador,540.01
2022-02-01,Salvador,552.3
2022-03-01,Salvador,560.39
2022-04-01,Salvador,575.84
2022-05-01,Salvador,578.88
2022-06-01,Salvador,580.82
2022-07-01,Salvador,586.54
2022-08-01,Salvador,576.93
2022-09-01,Salvador,560.31
2022-10-01,Salvador,562.59
2022-11-01,Salvador,550.67
2022-12-01,Salvador,570.7
2023-01-01,Salvador,594.83
2023-02-01,Salvador,596.88
2023-03-01,Salvador,591.4
2023-04-01,Salvador,585.99
2023-05-01,Salvador,594.32
2023-06-01,Salvador,595.84
2023-07-01,Salvador,596.04
2023-08-01,Salvador,575.81
2023-09-01,Salvador,571.01
2023-10-01,Salvador,563.1
2023-11-01,Salvador,550.86
2023-12-01,Salvador,560.81
2024-01-01,Salvador,593.26
2024-02-01,Salvador,604.3
2024-03-01,Salvador,620.13
2024-04-01,Salvador,640.12
2024-05-01,Salvador,623.05
2024-06-01,Salvador,613.22
2024-07-01,Salvador,579.75
2024-08-01,Salvador,560.72
2024-09-01,Salvador,553.62
2024-10-01,Salvador,560.65
2024-11-01,Salvador,574.78
2024-12-01,Salvador,583.89
2025-01-01,Salvador,620.23
2025-02-01,Salvador,628.8
2025-03-01,Salvador,633.58
2025-04-01,Salvador,632.12
2025-05-01,Salvador,628.97
2025-06-01,Salvador,623.85
2025-07-01,Salvador,635.08
2025-08-01,Salvador,616.23
2025-09-01,Salvador,601.74
2025-10-01,Salvador,606.39
2025-11-01,Salvador,598.19
2025-12-01,Salvador,607.48
2026-01-01,Salvador,616.28
2026-02-01,Salvador,617.94
2026-03-01,Salvador,662.14
2025-04-01,São Luís,671.77
2025-05-01,São Luís,667.98
2025-06-01,São Luís,655.32
2025-07-01,São Luís,664.52
2025-08-01,São Luís,644.21
2025-09-01,São Luís,623.92
2025-10-01,São Luís,643.31
2025-11-01,São Luís,626.82
2025-12-01,São Luís,629.43
2026-01-01,São Luís,625.86
2026-02-01,São Luís,630.01
2026-03-01,São Luís,634.26
2020-01-01,São Paulo,517.51
2020-02-01,São Paulo,519.76
2020-03-01,São Paulo,518.5
2020-04-01,São Paulo,556.25
2020-05-01,São Paulo,556.36
2020-06-01,São Paulo,547.03
2020-07-01,São Paulo,524.74
2020-08-01,São Paulo,539.95
2020-09-01,São Paulo,563.35
2020-10-01,São Paulo,595.87
2020-11-01,São Paulo,629.18
2020-12-01,São Paulo,631.46
2021-01-01,São Paulo,654.15
2021-02-01,São Paulo,639.47
2021-03-01,São Paulo,626.0
2021-04-01,São Paulo,632.61
2021-05-01,São Paulo,636.4
2021-06-01,São Paulo,626.76
2021-07-01,São Paulo,640.51
2021-08-01,São Paulo,650.5
2021-09-01,São Paulo,673.45
2021-10-01,São Paulo,693.79
2021-11-01,São Paulo,692.27
2021-12-01,São Paulo,690.51
2022-01-01,São Paulo,713.86
2022-02-01,São Paulo,715.65
2022-03-01,São Paulo,761.19
2022-04-01,São Paulo,803.99
2022-05-01,São Paulo,777.93
2022-06-01,São Paulo,777.01
2022-07-01,São Paulo,760.45
2022-08-01,São Paulo,749.78
2022-09-01,São Paulo,750.74
2022-10-01,São Paulo,762.2
2022-11-01,São Paulo,782.68
2022-12-01,São Paulo,791.29
2023-01-01,São Paulo,790.57
2023-02-01,São Paulo,779.38
2023-03-01,São Paulo,782.23
2023-04-01,São Paulo,794.68
2023-05-01,São Paulo,791.82
2023-06-01,São Paulo,783.05
2023-07-01,São Paulo,769.95
2023-08-01,São Paulo,748.47
2023-09-01,São Paulo,734.77
2023-10-01,São Paulo,738.13
2023-11-01,São Paulo,749.28
2023-12-01,São Paulo,761.01
2024-01-01,São Paulo,793.39
2024-02-01,São Paulo,808.38
2024-03-01,São Paulo,813.26
2024-04-01,São Paulo,822.84
2024-05-01,São Paulo,826.85
2024-06-01,São Paulo,832.69
2024-07-01,São Paulo,809.77
2024-08-01,São Paulo,786.35
2024-09-01,São Paulo,792.47
2024-10-01,São Paulo,805.84
2024-11-01,São Paulo,828.39
2024-12-01,São Paulo,841.29
2025-01-01,São Paulo,851.82
2025-02-01,São Paulo,860.53
2025-03-01,São Paulo,880.72
2025-04-01,São Paulo,909.25
2025-05-01,São Paulo,896.15
2025-06-01,São Paulo,882.76
2025-07-01,São Paulo,865.9
2025-08-01,São Paulo,850.84
2025-09-01,São Paulo,842.26
2025-10-01,São Paulo,847.14
2025-11-01,São Paulo,841.23
2025-12-01,São Paulo,845.95
2026-01-01,São Paulo,854.37
2026-02-01,São Paulo,852.87
2026-03-01,São Paulo,883.94
2025-04-01,Teresina,675.1
2025-05-01,Teresina,670.79
2025-06-01,Teresina,672.41
2025-07-01,Teresina,677.0
2025-08-01,Teresina,663.41
2025-09-01,Teresina,645.98
2025-10-01,Teresina,646.72
2025-11-01,Teresina,636.26
2025-12-01,Teresina,645.09
2026-01-01,Teresina,641.8
2026-02-01,Teresina,648.65
2026-03-01,Teresina,668.78
2020-01-01,Vitória,492.2
2020-02-01,Vitória,480.03
2020-03-01,Vitória,504.78
2020-04-01,Vitória,537.89
2020-05-01,Vitória,536.73
2020-06-01,Vitória,500.01
2020-07-01,Vitória,484.8
2020-08-01,Vitória,509.45
2020-09-01,Vitória,539.36
2020-10-01,Vitória,552.85
2020-11-01,Vitória,606.59
2020-12-01,Vitória,600.28
2021-01-01,Vitória,624.62
2021-02-01,Vitória,609.27
2021-03-01,Vitória,596.91
2021-04-01,Vitória,610.98
2021-05-01,Vitória,616.96
2021-06-01,Vitória,611.29
2021-07-01,Vitória,612.45
2021-08-01,Vitória,618.96
2021-09-01,Vitória,633.03
2021-10-01,Vitória,670.99
2021-11-01,Vitória,668.17
2021-12-01,Vitória,662.01
2022-01-01,Vitória,677.54
2022-02-01,Vitória,682.54
2022-03-01,Vitória,704.93
2022-04-01,Vitória,729.31
2022-05-01,Vitória,698.24
2022-06-01,Vitória,692.84
2022-07-01,Vitória,700.75
2022-08-01,Vitória,697.39
2022-09-01,Vitória,686.26
2022-10-01,Vitória,707.78
2022-11-01,Vitória,713.57
2022-12-01,Vitória,728.78
2023-01-01,Vitória,726.23
2023-02-01,Vitória,709.21
2023-03-01,Vitória,699.16
2023-04-01,Vitória,703.9
2023-05-01,Vitória,706.06
2023-06-01,Vitória,691.34
2023-07-01,Vitória,674.54
2023-08-01,Vitória,660.88
2023-09-01,Vitória,681.91
2023-10-01,Vitória,675.16
2023-11-01,Vitória,675.45
2023-12-01,Vitória,688.86
2024-01-01,Vitória,719.3
2024-02-01,Vitória,731.83
2024-03-01,Vitória,729.34
2024-04-01,Vitória,726.82
2024-05-01,Vitória,723.91
2024-06-01,Vitória,718.43
2024-07-01,Vitória,688.45
2024-08-01,Vitória,684.21
2024-09-01,Vitória,694.87
2024-10-01,Vitória,708.06
2024-11-01,Vitória,726.51
2024-12-01,Vitória,747.42
2025-01-01,Vitória,735.31
2025-02-01,Vitória,745.49
2025-03-01,Vitória,762.94
2025-04-01,Vitória,792.83
2025-05-01,Vitória,780.69
2025-06-01,Vitória,782.39
2025-07-01,Vitória,767.42
2025-08-01,Vitória,743.47
2025-09-01,Vitória,745.01
2025-10-01,Vitória,746.22
2025-11-01,Vitória,731.52
2025-12-01,Vitória,727.22
2026-01-01,Vitória,742.85
2026-02-01,Vitória,756.15
2026-03-01,Vitória,790.19
