data,capital,estado,regiao,custo
2025-06-01,Cuiabá,MT,Centro-Oeste,798.96
2025-07-01,Cuiabá,MT,Centro-Oeste,796.08
2025-08-01,Cuiabá,MT,Centro-Oeste,790.32
2025-09-01,Cuiabá,MT,Centro-Oeste,812.93
2025-10-01,Cuiabá,MT,Centro-Oeste,788.22
2025-11-01,Cuiabá,MT,Centro-Oeste,797.91
2025-12-01,Cuiabá,MT,Centro-Oeste,779.96
2026-01-01,Cuiabá,MT,Centro-Oeste,804.75
2026-02-01,Cuiabá,MT,Centro-Oeste,803.47
2026-03-01,Cuiabá,MT,Centro-Oeste,782.0
2020-01-01,Curitiba,PR,Sul,650.23
2020-02-01,Curitiba,PR,Sul,637.5
2020-03-01,Curitiba,PR,Sul,628.35
2020-04-01,Curitiba,PR,Sul,627.37
2020-05-01,Curitiba,PR,Sul,628.53
2020-06-01,Curitiba,PR,Sul,648.66
2020-07-01,Curitiba,PR,Sul,640.26
2020-08-01,Curitiba,PR,Sul,707.1
2020-09-01,Curitiba,PR,Sul,701.12
2020-10-01,Curitiba,PR,Sul,713.41
2020-11-01,Curitiba,PR,Sul,707.97
2020-12-01,Curitiba,PR,Sul,708.81
2021-01-01,Curitiba,PR,Sul,692.76
2021-02-01,Curitiba,PR,Sul,689.39
2021-03-01,Curitiba,PR,Sul,656.55
2021-04-01,Curitiba,PR,Sul,660.58
2021-05-01,Curitiba,PR,Sul,677.14
2021-06-01,Curitiba,PR,Sul,671.5
2021-07-01,Curitiba,PR,Sul,690.67
2021-08-01,Curitiba,PR,Sul,693.29
2021-09-01,Curitiba,PR,Sul,685.83
2021-10-01,Curitiba,PR,Sul,694.84
2021-11-01,Curitiba,PR,Sul,681.69
2021-12-01,Curitiba,PR,Sul,716.09
2022-01-01,Curitiba,PR,Sul,717.1
2022-02-01,Curitiba,PR,Sul,729.63
2022-03-01,Curitiba,PR,Sul,717.5
2022-04-01,Curitiba,PR,Sul,716.3
2022-05-01,Curitiba,PR,Sul,705.53
2022-06-01,Curitiba,PR,Sul,725.05
2022-07-01,Curitiba,PR,Sul,731.54
2022-08-01,Curitiba,PR,Sul,737.71
2022-09-01,Curitiba,PR,Sul,743.64
2022-10-01,Curitiba,PR,Sul,734.29
2022-11-01,Curitiba,PR,Sul,736.51
2022-12-01,Curitiba,PR,Sul,756.45
2023-01-01,Curitiba,PR,Sul,748.01
2023-02-01,Curitiba,PR,Sul,780.72
2023-03-01,Curitiba,PR,Sul,754.47
2023-04-01,Curitiba,PR,Sul,749.26
2023-05-01,Curitiba,PR,Sul,747.61
2023-06-01,Curitiba,PR,Sul,768.01
2023-07-01,Curitiba,PR,Sul,782.43
2023-08-01,Curitiba,PR,Sul,782.32
2023-09-01,Curitiba,PR,Sul,784.01
2023-10-01,Curitiba,PR,Sul,784.71
2023-11-01,Curitiba,PR,Sul,776.38
2023-12-01,Curitiba,PR,Sul,785.16
2024-01-01,Curitiba,PR,Sul,809.08
2024-02-01,Curitiba,PR,Sul,819.58
2024-03-01,Curitiba,PR,Sul,804.5
2024-04-01,Curitiba,PR,Sul,803.75
2024-05-01,Curitiba,PR,Sul,803.68
2024-06-01,Curitiba,PR,Sul,816.6
2024-07-01,Curitiba,PR,Sul,838.48
2024-08-01,Curitiba,PR,Sul,827.66
2024-09-01,Curitiba,PR,Sul,825.1
2024-10-01,Curitiba,PR,Sul,847.61
2024-11-01,Curitiba,PR,Sul,846.53
2024-12-01,Curitiba,PR,Sul,855.68
2025-01-01,Curitiba,PR,Sul,861.41
2025-02-01,Curitiba,PR,Sul,874.45
2025-03-01,Curitiba,PR,Sul,842.3
2025-04-01,Curitiba,PR,Sul,851.63
2025-05-01,Curitiba,PR,Sul,842.64
2025-06-01,Curitiba,PR,Sul,844.53
2025-07-01,Curitiba,PR,Sul,861.76
2025-08-01,Curitiba,PR,Sul,837.98
2025-09-01,Curitiba,PR,Sul,835.65
2025-10-01,Curitiba,PR,Sul,851.54
2025-11-01,Curitiba,PR,Sul,851.4
2025-12-01,Curitiba,PR,Sul,852.64
2026-01-01,Curitiba,PR,Sul,865.96
2026-02-01,Curitiba,PR,Sul,869.53
2026-03-01,Curitiba,PR,Sul,845.0
2020-01-01,Florianópolis,SC,Sul,654.25
2020-02-01,Florianópolis,SC,Sul,634.8
2020-03-01,Florianópolis,SC,Sul,643.06
2020-04-01,Florianópolis,SC,Sul,629.95
2020-05-01,Florianópolis,SC,Sul,645.39
2020-06-01,Florianópolis,SC,Sul,645.34
2020-07-01,Florianópolis,SC,Sul,654.16
2020-08-01,Florianópolis,SC,Sul,715.22
2020-09-01,Florianópolis,SC,Sul,721.82
2020-10-01,Florianópolis,SC,Sul,709.03
2020-11-01,Florianópolis,SC,Sul,719.71
2020-12-01,Florianópolis,SC,Sul,722.36
2021-01-01,Florianópolis,SC,Sul,684.17
2021-02-01,Florianópolis,SC,Sul,707.13
2021-03-01,Florianópolis,SC,Sul,686.2
2021-04-01,Florianópolis,SC,Sul,666.15
2021-05-01,Florianópolis,SC,Sul,687.11
2021-06-01,Florianópolis,SC,Sul,710.7
2021-07-01,Florianópolis,SC,Sul,705.61
2021-08-01,Florianópolis,SC,Sul,688.83
2021-09-01,Florianópolis,SC,Sul,700.78
2021-10-01,Florianópolis,SC,Sul,718.47
2021-11-01,Florianópolis,SC,Sul,706.37
2021-12-01,Florianópolis,SC,Sul,719.3
2022-01-01,Florianópolis,SC,Sul,740.08
2022-02-01,Florianópolis,SC,Sul,730.3
2022-03-01,Florianópolis,SC,Sul,726.55
2022-04-01,Florianópolis,SC,Sul,693.93
2022-05-01,Florianópolis,SC,Sul,715.43
2022-06-01,Florianópolis,SC,Sul,736.46
2022-07-01,Florianópolis,SC,Sul,732.35
2022-08-01,Florianópolis,SC,Sul,759.27
2022-09-01,Florianópolis,SC,Sul,738.67
2022-10-01,Florianópolis,SC,Sul,750.51
2022-11-01,Florianópolis,SC,Sul,759.01
2022-12-01,Florianópolis,SC,Sul,773.46
2023-01-01,Florianópolis,SC,Sul,769.74
2023-02-01,Florianópolis,SC,Sul,794.61
2023-03-01,Florianópolis,SC,Sul,774.01
2023-04-01,Florianópolis,SC,Sul,758.45
2023-05-01,Florianópolis,SC,Sul,774.0
2023-06-01,Florianópolis,SC,Sul,787.72
2023-07-01,Florianópolis,SC,Sul,785.43
2023-08-01,Florianópolis,SC,Sul,794.92
2023-09-01,Florianópolis,SC,Sul,795.42
2023-10-01,Florianópolis,SC,Sul,803.59
2023-11-01,Florianópolis,SC,Sul,812.17
2023-12-01,Florianópolis,SC,Sul,823.77
2024-01-01,Florianópolis,SC,Sul,821.73
2024-02-01,Florianópolis,SC,Sul,853.04
2024-03-01,Florianópolis,SC,Sul,808.25
2024-04-01,Florianópolis,SC,Sul,814.53
2024-05-01,Florianópolis,SC,Sul,824.71
2024-06-01,Florianópolis,SC,Sul,839.09
2024-07-01,Florianópolis,SC,Sul,836.23
2024-08-01,Florianópolis,SC,Sul,843.94
2024-09-01,Florianópolis,SC,Sul,846.08
2024-10-01,Florianópolis,SC,Sul,849.75
2024-11-01,Florianópolis,SC,Sul,865.72
2024-12-01,Florianópolis,SC,Sul,866.27
2025-01-01,Florianópolis,SC,Sul,879.74
2025-02-01,Florianópolis,SC,Sul,897.1
2025-03-01,Florianópolis,SC,Sul,879.47
2025-04-01,Florianópolis,SC,Sul,874.88
2025-05-01,Florianópolis,SC,Sul,871.61
2025-06-01,Florianópolis,SC,Sul,871.44
2025-07-01,Florianópolis,SC,Sul,871.71
2025-08-01,Florianópolis,SC,Sul,879.98
2025-09-01,Florianópolis,SC,Sul,876.92
2025-10-01,Florianópolis,SC,Sul,870.05
2025-11-01,Florianópolis,SC,Sul,869.05
2025-12-01,Florianópolis,SC,Sul,875.69
2026-01-01,Florianópolis,SC,Sul,876.77
2026-02-01,Florianópolis,SC,Sul,883.02
2026-03-01,Florianópolis,SC,Sul,858.0
2020-01-01,Fortaleza,CE,Nordeste,559.66
2020-02-01,Fortaleza,CE,Nordeste,573.02
2020-03-01,Fortaleza,CE,Nordeste,561.4
2020-04-01,Fortaleza,CE,Nordeste,555.37
2020-05-01,Fortaleza,CE,Nordeste,569.5
2020-06-01,Fortaleza,CE,Nordeste,568.44
2020-07-01,Fortaleza,CE,Nordeste,565.35
2020-08-01,Fortaleza,CE,Nordeste,599.89
2020-09-01,Fortaleza,CE,Nordeste,616.55
2020-10-01,Fortaleza,CE,Nordeste,630.67
2020-11-01,Fortaleza,CE,Nordeste,621.85
2020-12-01,Fortaleza,CE,Nordeste,607.03
2021-01-01,Fortaleza,CE,Nordeste,588.49
2021-02-01,Fortaleza,CE,Nordeste,602.67
2021-03-01,Fortaleza,CE,Nordeste,589.65
2021-04-01,Fortaleza,CE,Nordeste,571.97
2021-05-01,Fortaleza,CE,Nordeste,576.37
2021-06-01,Fortaleza,CE,Nordeste,588.7
2021-07-01,Fortaleza,CE,Nordeste,588.93
2021-08-01,Fortaleza,CE,Nordeste,580.25
2021-09-01,Fortaleza,CE,Nordeste,604.87
2021-10-01,Fortaleza,CE,Nordeste,611.09
2021-11-01,Fortaleza,CE,Nordeste,591.17
2021-12-01,Fortaleza,CE,Nordeste,615.57
2022-01-01,Fortaleza,CE,Nordeste,619.25
2022-02-01,Fortaleza,CE,Nordeste,632.23
2022-03-01,Fortaleza,CE,Nordeste,612.85
2022-04-01,Fortaleza,CE,Nordeste,606.74
2022-05-01,Fortaleza,CE,Nordeste,610.94
2022-06-01,Fortaleza,CE,Nordeste,613.24
2022-07-01,Fortaleza,CE,Nordeste,631.47
2022-08-01,Fortaleza,CE,Nordeste,615.31
2022-09-01,Fortaleza,CE,Nordeste,623.44
2022-10-01,Fortaleza,CE,Nordeste,633.23
2022-11-01,Fortaleza,CE,Nordeste,627.36
2022-12-01,Fortaleza,CE,Nordeste,640.05
2023-01-01,Fortaleza,CE,Nordeste,659.97
2023-02-01,Fortaleza,CE,Nordeste,659.53
2023-03-01,Fortaleza,CE,Nordeste,625.6
2023-04-01,Fortaleza,CE,Nordeste,634.88
2023-05-01,Fortaleza,CE,Nordeste,644.51
2023-06-01,Fortaleza,CE,Nordeste,637.89
2023-07-01,Fortaleza,CE,Nordeste,656.68
2023-08-01,Fortaleza,CE,Nordeste,658.71
2023-09-01,Fortaleza,CE,Nordeste,646.15
2023-10-01,Fortaleza,CE,Nordeste,665.02
2023-11-01,Fortaleza,CE,Nordeste,663.03
2023-12-01,Fortaleza,CE,Nordeste,668.56
2024-01-01,Fortaleza,CE,Nordeste,671.47
2024-02-01,Fortaleza,CE,Nordeste,682.98
2024-03-01,Fortaleza,CE,Nordeste,657.31
2024-04-01,Fortaleza,CE,Nordeste,645.19
2024-05-01,Fortaleza,CE,Nordeste,667.05
2024-06-01,Fortaleza,CE,Nordeste,687.44
2024-07-01,Fortaleza,CE,Nordeste,683.24
2024-08-01,Fortaleza,CE,Nordeste,683.3
2024-09-01,Fortaleza,CE,Nordeste,684.9
2024-10-01,Fortaleza,CE,Nordeste,681.47
2024-11-01,Fortaleza,CE,Nordeste,689.86
2024-12-01,Fortaleza,CE,Nordeste,697.64
2025-01-01,Fortaleza,CE,Nordeste,707.36
2025-02-01,Fortaleza,CE,Nordeste,719.55
2025-03-01,Fortaleza,CE,Nordeste,703.78
2025-04-01,Fortaleza,CE,Nordeste,696.84
2025-05-01,Fortaleza,CE,Nordeste,706.53
2025-06-01,Fortaleza,CE,Nordeste,711.0
2025-07-01,Fortaleza,CE,Nordeste,725.8
2025-08-01,Fortaleza,CE,Nordeste,722.59
2025-09-01,Fortaleza,CE,Nordeste,733.77
2025-10-01,Fortaleza,CE,Nordeste,731.05
2025-11-01,Fortaleza,CE,Nordeste,734.2
2025-12-01,Fortaleza,CE,Nordeste,747.8
2026-01-01,Fortaleza,CE,Nordeste,751.94
2026-02-01,Fortaleza,CE,Nordeste,770.59
2026-03-01,Fortaleza,CE,Nordeste,750.0
2020-01-01,Goiânia,GO,Centro-Oeste,591.64
2020-02-01,Goiânia,GO,Centro-Oeste,600.58
2020-03-01,Goiânia,GO,Centro-Oeste,590.08
2020-04-01,Goiânia,GO,Centro-Oeste,592.24
2020-05-01,Goiânia,GO,Centro-Oeste,592.49
2020-06-01,Goiânia,GO,Centro-Oeste,597.44
2020-07-01,Goiânia,GO,Centro-Oeste,612.03
2020-08-01,Goiânia,GO,Centro-Oeste,644.97
2020-09-01,Goiânia,GO,Centro-Oeste,661.2
2020-10-01,Goiânia,GO,Centro-Oeste,663.68
2020-11-01,Goiânia,GO,Centro-Oeste,659.13
2020-12-01,Goiânia,GO,Centro-Oeste,666.9
2021-01-01,Goiânia,GO,Centro-Oeste,619.92
2021-02-01,Goiânia,GO,Centro-Oeste,639.87
2021-03-01,Goiânia,GO,Centro-Oeste,621.12
2021-04-01,Goiânia,GO,Centro-Oeste,611.56
2021-05-01,Goiânia,GO,Centro-Oeste,626.63
2021-06-01,Goiânia,GO,Centro-Oeste,624.57
2021-07-01,Goiânia,GO,Centro-Oeste,621.49
2021-08-01,Goiânia,GO,Centro-Oeste,622.87
2021-09-01,Goiânia,GO,Centro-Oeste,642.75
2021-10-01,Goiânia,GO,Centro-Oeste,630.24
2021-11-01,Goiânia,GO,Centro-Oeste,657.12
2021-12-01,Goiânia,GO,Centro-Oeste,629.03
2022-01-01,Goiânia,GO,Centro-Oeste,674.85
2022-02-01,Goiânia,GO,Centro-Oeste,665.64
2022-03-01,Goiânia,GO,Centro-Oeste,652.8
2022-04-01,Goiânia,GO,Centro-Oeste,642.03
2022-05-01,Goiânia,GO,Centro-Oeste,652.2
2022-06-01,Goiânia,GO,Centro-Oeste,661.26
2022-07-01,Goiânia,GO,Centro-Oeste,673.07
2022-08-01,Goiânia,GO,Centro-Oeste,667.85
2022-09-01,Goiânia,GO,Centro-Oeste,670.84
2022-10-01,Goiânia,GO,Centro-Oeste,669.45
2022-11-01,Goiânia,GO,Centro-Oeste,674.63
2022-12-01,Goiânia,GO,Centro-Oeste,680.28
2023-01-01,Goiânia,GO,Centro-Oeste,680.5
2023-02-01,Goiânia,GO,Centro-Oeste,686.21
2023-03-01,Goiânia,GO,Centro-Oeste,692.05
2023-04-01,Goiânia,GO,Centro-Oeste,679.92
2023-05-01,Goiânia,GO,Centro-Oeste,679.83
2023-06-01,Goiânia,GO,Centro-Oeste,694.63
2023-07-01,Goiânia,GO,Centro-Oeste,700.08
2023-08-01,Goiânia,GO,Centro-Oeste,695.81
2023-09-01,Goiânia,GO,Centro-Oeste,696.74
2023-10-01,Goiânia,GO,Centro-Oeste,707.38
2023-11-01,Goiânia,GO,Centro-Oeste,700.85
2023-12-01,Goiânia,GO,Centro-Oeste,714.82
2024-01-01,Goiânia,GO,Centro-Oeste,715.11
2024-02-01,Goiânia,GO,Centro-Oeste,739.92
2024-03-01,Goiânia,GO,Centro-Oeste,724.03
2024-04-01,Goiânia,GO,Centro-Oeste,714.37
2024-05-01,Goiânia,GO,Centro-Oeste,723.07
2024-06-01,Goiânia,GO,Centro-Oeste,742.37
2024-07-01,Goiânia,GO,Centro-Oeste,740.11
2024-08-01,Goiânia,GO,Centro-Oeste,720.24
2024-09-01,Goiânia,GO,Centro-Oeste,727.71
2024-10-01,Goiânia,GO,Centro-Oeste,735.94
2024-11-01,Goiânia,GO,Centro-Oeste,744.15
2024-12-01,Goiânia,GO,Centro-Oeste,751.1
2025-01-01,Goiânia,GO,Centro-Oeste,759.19
2025-02-01,Goiânia,GO,Centro-Oeste,769.59
2025-03-01,Goiânia,GO,Centro-Oeste,750.04
2025-04-01,Goiânia,GO,Centro-Oeste,742.87
2025-05-01,Goiânia,GO,Centro-Oeste,739.18
2025-06-01,Goiânia,GO,Centro-Oeste,757.19
2025-07-01,Goiânia,GO,Centro-Oeste,756.5
2025-08-01,Goiânia,GO,Centro-Oeste,762.24
2025-09-01,Goiânia,GO,Centro-Oeste,781.18
2025-10-01,Goiânia,GO,Centro-Oeste,767.95
2025-11-01,Goiânia,GO,Centro-Oeste,799.27
2025-12-01,Goiânia,GO,Centro-Oeste,784.99
2026-01-01,Goiânia,GO,Centro-Oeste,800.99
2026-02-01,Goiânia,GO,Centro-Oeste,795.53
2026-03-01,Goiânia,GO,Centro-Oeste,795.0
2020-01-01,João Pessoa,PB,Nordeste,582.46
2020-02-01,João Pessoa,PB,Nordeste,576.68
2020-03-01,João Pessoa,PB,Nordeste,571.76
2020-04-01,João Pessoa,PB,Nordeste,561.76
2020-05-01,João Pessoa,PB,Nordeste,579.41
2020-06-01,João Pessoa,PB,Nordeste,581.97
2020-07-01,João Pessoa,PB,Nordeste,586.79
2020-08-01,João Pessoa,PB,Nordeste,635.81
2020-09-01,João Pessoa,PB,Nordeste,643.03
2020-10-01,João Pessoa,PB,Nordeste,638.24
2020-11-01,João Pessoa,PB,Nordeste,629.58
2020-12-01,João Pessoa,PB,Nordeste,646.33
2021-01-01,João Pessoa,PB,Nordeste,605.21
2021-02-01,João Pessoa,PB,Nordeste,609.23
2021-03-01,João Pessoa,PB,Nordeste,609.11
2021-04-01,João Pessoa,PB,Nordeste,608.22
2021-05-01,João Pessoa,PB,Nordeste,601.46
2021-06-01,João Pessoa,PB,Nordeste,615.95
2021-07-01,João Pessoa,PB,Nordeste,630.15
2021-08-01,João Pessoa,PB,Nordeste,621.52
2021-09-01,João Pessoa,PB,Nordeste,643.49
2021-10-01,João Pessoa,PB,Nordeste,630.3
2021-11-01,João Pessoa,PB,Nordeste,614.8
2021-12-01,João Pessoa,PB,Nordeste,638.04
2022-01-01,João Pessoa,PB,Nordeste,650.91
2022-02-01,João Pessoa,PB,Nordeste,661.4
2022-03-01,João Pessoa,PB,Nordeste,646.87
2022-04-01,João Pessoa,PB,Nordeste,633.9
2022-05-01,João Pessoa,PB,Nordeste,628.37
2022-06-01,João Pessoa,PB,Nordeste,649.43
2022-07-01,João Pessoa,PB,Nordeste,647.53
2022-08-01,João Pessoa,PB,Nordeste,652.95
2022-09-01,João Pessoa,PB,Nordeste,665.57
2022-10-01,João Pessoa,PB,Nordeste,677.5
2022-11-01,João Pessoa,PB,Nordeste,670.6
2022-12-01,João Pessoa,PB,Nordeste,661.2
2023-01-01,João Pessoa,PB,Nordeste,691.14
2023-02-01,João Pessoa,PB,Nordeste,700.57
2023-03-01,João Pessoa,PB,Nordeste,675.94
2023-04-01,João Pessoa,PB,Nordeste,672.87
2023-05-01,João Pessoa,PB,Nordeste,677.41
2023-06-01,João Pessoa,PB,Nordeste,684.75
2023-07-01,João Pessoa,PB,Nordeste,699.65
2023-08-01,João Pessoa,PB,Nordeste,696.95
2023-09-01,João Pessoa,PB,Nordeste,704.74
2023-10-01,João Pessoa,PB,Nordeste,697.77
2023-11-01,João Pessoa,PB,Nordeste,704.87
2023-12-01,João Pessoa,PB,Nordeste,717.67
2024-01-01,João Pessoa,PB,Nordeste,726.76
2024-02-01,João Pessoa,PB,Nordeste,747.19
2024-03-01,João Pessoa,PB,Nordeste,719.37
2024-04-01,João Pessoa,PB,Nordeste,717.06
2024-05-01,João Pessoa,PB,Nordeste,726.28
2024-06-01,João Pessoa,PB,Nordeste,722.05
2024-07-01,João Pessoa,PB,Nordeste,722.96
2024-08-01,João Pessoa,PB,Nordeste,728.5
2024-09-01,João Pessoa,PB,Nordeste,754.49
2024-10-01,João Pessoa,PB,Nordeste,743.68
2024-11-01,João Pessoa,PB,Nordeste,772.28
2024-12-01,João Pessoa,PB,Nordeste,751.03
2025-01-01,João Pessoa,PB,Nordeste,775.97
2025-02-01,João Pessoa,PB,Nordeste,790.68
2025-03-01,João Pessoa,PB,Nordeste,782.92
2025-04-01,João Pessoa,PB,Nordeste,775.62
2025-05-01,João Pessoa,PB,Nordeste,767.48
2025-06-01,João Pessoa,PB,Nordeste,776.2
2025-07-01,João Pessoa,PB,Nordeste,771.42
2025-08-01,João Pessoa,PB,Nordeste,771.47
2025-09-01,João Pessoa,PB,Nordeste,759.75
2025-10-01,João Pessoa,PB,Nordeste,756.29
2025-11-01,João Pessoa,PB,Nordeste,761.09
2025-12-01,João Pessoa,PB,Nordeste,758.32
2026-01-01,João Pessoa,PB,Nordeste,769.83
2026-02-01,João Pessoa,PB,Nordeste,776.85
2026-03-01,João Pessoa,PB,Nordeste,762.0
2020-01-01,Macapá,AP,Norte,578.99
2020-02-01,Macapá,AP,Norte,590.12
2020-03-01,Macapá,AP,Norte,581.5
2020-04-01,Macapá,AP,Norte,564.12
2020-05-01,Macapá,AP,Norte,579.01
2020-06-01,Macapá,AP,Norte,579.73
2020-07-01,Macapá,AP,Norte,601.7
2020-08-01,Macapá,AP,Norte,630.66
2020-09-01,Macapá,AP,Norte,642.4
2020-10-01,Macapá,AP,Norte,637.43
2020-11-01,Macapá,AP,Norte,664.7
2020-12-01,Macapá,AP,Norte,640.25
2021-01-01,Macapá,AP,Norte,621.31
2021-02-01,Macapá,AP,Norte,614.32
2021-03-01,Macapá,AP,Norte,608.26
2021-04-01,Macapá,AP,Norte,608.57
2021-05-01,Macapá,AP,Norte,617.76
2021-06-01,Macapá,AP,Norte,633.31
2021-07-01,Macapá,AP,Norte,611.13
2021-08-01,Macapá,AP,Norte,628.69
2021-09-01,Macapá,AP,Norte,641.36
2021-10-01,Macapá,AP,Norte,619.36
2021-11-01,Macapá,AP,Norte,638.53
2021-12-01,Macapá,AP,Norte,639.18
2022-01-01,Macapá,AP,Norte,658.56
2022-02-01,Macapá,AP,Norte,652.35
2022-03-01,Macapá,AP,Norte,637.37
2022-04-01,Macapá,AP,Norte,627.02
2022-05-01,Macapá,AP,Norte,653.35
2022-06-01,Macapá,AP,Norte,667.48
2022-07-01,Macapá,AP,Norte,664.37
2022-08-01,Macapá,AP,Norte,660.99
2022-09-01,Macapá,AP,Norte,655.62
2022-10-01,Macapá,AP,Norte,676.46
2022-11-01,Macapá,AP,Norte,666.51
2022-12-01,Macapá,AP,Norte,673.01
2023-01-01,Macapá,AP,Norte,691.05
2023-02-01,Macapá,AP,Norte,697.65
2023-03-01,Macapá,AP,Norte,682.88
2023-04-01,Macapá,AP,Norte,682.28
2023-05-01,Macapá,AP,Norte,680.46
2023-06-01,Macapá,AP,Norte,704.97
2023-07-01,Macapá,AP,Norte,711.11
2023-08-01,Macapá,AP,Norte,707.25
2023-09-01,Macapá,AP,Norte,713.62
2023-10-01,Macapá,AP,Norte,730.42
2023-11-01,Macapá,AP,Norte,707.67
2023-12-01,Macapá,AP,Norte,710.77
2024-01-01,Macapá,AP,Norte,744.3
2024-02-01,Macapá,AP,Norte,758.01
2024-03-01,Macapá,AP,Norte,729.44
2024-04-01,Macapá,AP,Norte,737.98
2024-05-01,Macapá,AP,Norte,728.56
2024-06-01,Macapá,AP,Norte,737.13
2024-07-01,Macapá,AP,Norte,738.37
2024-08-01,Macapá,AP,Norte,755.07
2024-09-01,Macapá,AP,Norte,746.47
2024-10-01,Macapá,AP,Norte,758.22
2024-11-01,Macapá,AP,Norte,774.03
2024-12-01,Macapá,AP,Norte,762.72
2025-01-01,Macapá,AP,Norte,794.9
2025-02-01,Macapá,AP,Norte,778.6
2025-03-01,Macapá,AP,Norte,772.46
2025-04-01,Macapá,AP,Norte,757.66
2025-05-01,Macapá,AP,Norte,769.37
2025-06-01,Macapá,AP,Norte,786.53
2025-07-01,Macapá,AP,Norte,780.78
2025-08-01,Macapá,AP,Norte,789.62
2025-09-01,Macapá,AP,Norte,773.95
2025-10-01,Macapá,AP,Norte,781.31
2025-11-01,Macapá,AP,Norte,775.24
2025-12-01,Macapá,AP,Norte,781.81
2026-01-01,Macapá,AP,Norte,798.16
2026-02-01,Macapá,AP,Norte,798.41
2026-03-01,Macapá,AP,Norte,770.0
2020-01-01,Maceió,AL,Nordeste,549.95
2020-02-01,Maceió,AL,Nordeste,581.37
2020-03-01,Maceió,AL,Nordeste,563.01
2020-04-01,Maceió,AL,Nordeste,553.63
2020-05-01,Maceió,AL,Nordeste,556.73
2020-06-01,Maceió,AL,Nordeste,573.8
2020-07-01,Maceió,AL,Nordeste,581.55
2020-08-01,Maceió,AL,Nordeste,616.08
2020-09-01,Maceió,AL,Nordeste,631.61
2020-10-01,Maceió,AL,Nordeste,637.81
2020-11-01,Maceió,AL,Nordeste,651.22
2020-12-01,Maceió,AL,Nordeste,630.84
2021-01-01,Maceió,AL,Nordeste,604.11
2021-02-01,Maceió,AL,Nordeste,611.99
2021-03-01,Maceió,AL,Nordeste,610.07
2021-04-01,Maceió,AL,Nordeste,592.36
2021-05-01,Maceió,AL,Nordeste,607.31
2021-06-01,Maceió,AL,Nordeste,594.32
2021-07-01,Maceió,AL,Nordeste,602.79
2021-08-01,Maceió,AL,Nordeste,618.63
2021-09-01,Maceió,AL,Nordeste,607.59
2021-10-01,Maceió,AL,Nordeste,612.53
2021-11-01,Maceió,AL,Nordeste,620.77
2021-12-01,Maceió,AL,Nordeste,634.24
2022-01-01,Maceió,AL,Nordeste,628.62
2022-02-01,Maceió,AL,Nordeste,648.33
2022-03-01,Maceió,AL,Nordeste,645.67
2022-04-01,Maceió,AL,Nordeste,629.38
2022-05-01,Maceió,AL,Nordeste,631.1
2022-06-01,Maceió,AL,Nordeste,650.09
2022-07-01,Maceió,AL,Nordeste,648.53
2022-08-01,Maceió,AL,Nordeste,664.39
2022-09-01,Maceió,AL,Nordeste,647.6
2022-10-01,Maceió,AL,Nordeste,659.31
2022-11-01,Maceió,AL,Nordeste,664.62
2022-12-01,Maceió,AL,Nordeste,663.21
2023-01-01,Maceió,AL,Nordeste,659.95
2023-02-01,Maceió,AL,Nordeste,685.0
2023-03-01,Maceió,AL,Nordeste,683.34
2023-04-01,Maceió,AL,Nordeste,675.51
2023-05-01,Maceió,AL,Nordeste,675.42
2023-06-01,Maceió,AL,Nordeste,677.41
2023-07-01,Maceió,AL,Nordeste,692.73
2023-08-01,Maceió,AL,Nordeste,688.38
2023-09-01,Maceió,AL,Nordeste,699.21
2023-10-01,Maceió,AL,Nordeste,700.79
2023-11-01,Maceió,AL,Nordeste,695.45
2023-12-01,Maceió,AL,Nordeste,699.59
2024-01-01,Maceió,AL,Nordeste,727.26
2024-02-01,Maceió,AL,Nordeste,726.22
2024-03-01,Maceió,AL,Nordeste,710.51
2024-04-01,Maceió,AL,Nordeste,702.57
2024-05-01,Maceió,AL,Nordeste,711.02
2024-06-01,Maceió,AL,Nordeste,740.43
2024-07-01,Maceió,AL,Nordeste,727.27
2024-08-01,Maceió,AL,Nordeste,734.97
2024-09-01,Maceió,AL,Nordeste,739.52
2024-10-01,Maceió,AL,Nordeste,733.3
2024-11-01,Maceió,AL,Nordeste,731.9
2024-12-01,Maceió,AL,Nordeste,741.47
2025-01-01,Maceió,AL,Nordeste,770.42
2025-02-01,Maceió,AL,Nordeste,772.93
2025-03-01,Maceió,AL,Nordeste,766.44
2025-04-01,Maceió,AL,Nordeste,753.88
2025-05-01,Maceió,AL,Nordeste,752.28
2025-06-01,Maceió,AL,Nordeste,759.87
2025-07-01,Maceió,AL,Nordeste,771.65
2025-08-01,Maceió,AL,Nordeste,757.46
2025-09-01,Maceió,AL,Nordeste,755.98
2025-10-01,Maceió,AL,Nordeste,769.01
2025-11-01,Maceió,AL,Nordeste,754.25
2025-12-01,Maceió,AL,Nordeste,783.04
2026-01-01,Maceió,AL,Nordeste,780.28
2026-02-01,Maceió,AL,Nordeste,782.19
2026-03-01,Maceió,AL,Nordeste,758.0
2020-01-01,Manaus,AM,Norte,614.56
2020-02-01,Manaus,AM,Norte,611.57
2020-03-01,Manaus,AM,Norte,630.62
2020-04-01,Manaus,AM,Norte,602.36
2020-05-01,Manaus,AM,Norte,602.23
2020-06-01,Manaus,AM,Norte,601.4
2020-07-01,Manaus,AM,Norte,628.21
2020-08-01,Manaus,AM,Norte,665.87
