data,capital,estado,regiao,custo,fonte_dado
2024-03-01,Campo Grande,MS,Centro-Oeste,730.02,real_dieese
2024-04-01,Campo Grande,MS,Centro-Oeste,732.75,real_dieese
2024-05-01,Campo Grande,MS,Centro-Oeste,748.48,real_dieese
2024-06-01,Campo Grande,MS,Centro-Oeste,748.89,real_dieese
2024-07-01,Campo Grande,MS,Centro-Oeste,736.98,real_dieese
2024-08-01,Campo Grande,MS,Centro-Oeste,714.6,real_dieese
2024-09-01,Campo Grande,MS,Centro-Oeste,714.63,real_dieese
2024-10-01,Campo Grande,MS,Centro-Oeste,751.06,real_dieese
2024-11-01,Campo Grande,MS,Centro-Oeste,772.45,real_dieese
2024-12-01,Campo Grande,MS,Centro-Oeste,770.35,real_dieese
2025-01-01,Campo Grande,MS,Centro-Oeste,764.24,real_dieese
2025-02-01,Campo Grande,MS,Centro-Oeste,773.95,real_dieese
2025-03-01,Campo Grande,MS,Centro-Oeste,788.58,real_dieese
2025-04-01,Campo Grande,MS,Centro-Oeste,805.08,real_dieese
2025-05-01,Campo Grande,MS,Centro-Oeste,789.42,real_dieese
2025-06-01,Campo Grande,MS,Centro-Oeste,793.02,real_dieese
2025-07-01,Campo Grande,MS,Centro-Oeste,775.76,real_dieese
2025-08-01,Campo Grande,MS,Centro-Oeste,768.79,real_dieese
2025-09-01,Campo Grande,MS,Centro-Oeste,780.67,real_dieese
2025-10-01,Campo Grande,MS,Centro-Oeste,777.28,real_dieese
2025-11-01,Campo Grande,MS,Centro-Oeste,779.56,real_dieese
2025-12-01,Campo Grande,MS,Centro-Oeste,775.9,real_dieese
2026-01-01,Campo Grande,MS,Centro-Oeste,783.41,real_dieese
2026-02-01,Campo Grande,MS,Centro-Oeste,780.29,real_dieese
2026-03-01,Campo Grande,MS,Centro-Oeste,805.93,real_dieese
2020-01-01,Cuiabá,MT,Centro-Oeste,616.37,simulado_calibrado
2020-02-01,Cuiabá,MT,Centro-Oeste,615.01,simulado_calibrado
2020-03-01,Cuiabá,MT,Centro-Oeste,613.7,simulado_calibrado
2020-04-01,Cuiabá,MT,Centro-Oeste,586.42,simulado_calibrado
2020-05-01,Cuiabá,MT,Centro-Oeste,606.37,simulado_calibrado
2020-06-01,Cuiabá,MT,Centro-Oeste,614.66,simulado_calibrado
2020-07-01,Cuiabá,MT,Centro-Oeste,615.53,simulado_calibrado
2020-08-01,Cuiabá,MT,Centro-Oeste,669.89,simulado_calibrado
2020-09-01,Cuiabá,MT,Centro-Oeste,662.56,simulado_calibrado
2020-10-01,Cuiabá,MT,Centro-Oeste,674.47,simulado_calibrado
2020-11-01,Cuiabá,MT,Centro-Oeste,680.44,simulado_calibrado
2020-12-01,Cuiabá,MT,Centro-Oeste,689.14,simulado_calibrado
2021-01-01,Cuiabá,MT,Centro-Oeste,644.23,simulado_calibrado
2021-02-01,Cuiabá,MT,Centro-Oeste,645.73,simulado_calibrado
2021-03-01,Cuiabá,MT,Centro-Oeste,637.44,simulado_calibrado
2021-04-01,Cuiabá,MT,Centro-Oeste,637.8,simulado_calibrado
2021-05-01,Cuiabá,MT,Centro-Oeste,637.76,simulado_calibrado
2021-06-01,Cuiabá,MT,Centro-Oeste,646.11,simulado_calibrado
2021-07-01,Cuiabá,MT,Centro-Oeste,654.29,simulado_calibrado
2021-08-01,Cuiabá,MT,Centro-Oeste,655.18,simulado_calibrado
2021-09-01,Cuiabá,MT,Centro-Oeste,662.53,simulado_calibrado
2021-10-01,Cuiabá,MT,Centro-Oeste,657.19,simulado_calibrado
2021-11-01,Cuiabá,MT,Centro-Oeste,662.08,simulado_calibrado
2021-12-01,Cuiabá,MT,Centro-Oeste,664.79,simulado_calibrado
2022-01-01,Cuiabá,MT,Centro-Oeste,675.87,simulado_calibrado
2022-02-01,Cuiabá,MT,Centro-Oeste,687.79,simulado_calibrado
2022-03-01,Cuiabá,MT,Centro-Oeste,677.23,simulado_calibrado
2022-04-01,Cuiabá,MT,Centro-Oeste,668.86,simulado_calibrado
2022-05-01,Cuiabá,MT,Centro-Oeste,670.71,simulado_calibrado
2022-06-01,Cuiabá,MT,Centro-Oeste,678.16,simulado_calibrado
2022-07-01,Cuiabá,MT,Centro-Oeste,686.26,simulado_calibrado
2022-08-01,Cuiabá,MT,Centro-Oeste,689.8,simulado_calibrado
2022-09-01,Cuiabá,MT,Centro-Oeste,690.66,simulado_calibrado
2022-10-01,Cuiabá,MT,Centro-Oeste,697.04,simulado_calibrado
2022-11-01,Cuiabá,MT,Centro-Oeste,703.05,simulado_calibrado
2022-12-01,Cuiabá,MT,Centro-Oeste,713.67,simulado_calibrado
2023-01-01,Cuiabá,MT,Centro-Oeste,722.47,simulado_calibrado
2023-02-01,Cuiabá,MT,Centro-Oeste,726.19,simulado_calibrado
2023-03-01,Cuiabá,MT,Centro-Oeste,713.56,simulado_calibrado
2023-04-01,Cuiabá,MT,Centro-Oeste,696.84,simulado_calibrado
2023-05-01,Cuiabá,MT,Centro-Oeste,709.53,simulado_calibrado
2023-06-01,Cuiabá,MT,Centro-Oeste,724.06,simulado_calibrado
2023-07-01,Cuiabá,MT,Centro-Oeste,739.39,simulado_calibrado
2023-08-01,Cuiabá,MT,Centro-Oeste,729.43,simulado_calibrado
2023-09-01,Cuiabá,MT,Centro-Oeste,735.24,simulado_calibrado
2023-10-01,Cuiabá,MT,Centro-Oeste,736.91,simulado_calibrado
2023-11-01,Cuiabá,MT,Centro-Oeste,734.6,simulado_calibrado
2023-12-01,Cuiabá,MT,Centro-Oeste,749.54,simulado_calibrado
2024-01-01,Cuiabá,MT,Centro-Oeste,765.93,simulado_calibrado
2024-02-01,Cuiabá,MT,Centro-Oeste,769.61,simulado_calibrado
2024-03-01,Cuiabá,MT,Centro-Oeste,749.53,simulado_calibrado
2024-04-01,Cuiabá,MT,Centro-Oeste,753.17,simulado_calibrado
2024-05-01,Cuiabá,MT,Centro-Oeste,742.56,simulado_calibrado
2024-06-01,Cuiabá,MT,Centro-Oeste,767.39,simulado_calibrado
2024-07-01,Cuiabá,MT,Centro-Oeste,778.9,simulado_calibrado
2024-08-01,Cuiabá,MT,Centro-Oeste,766.5,simulado_calibrado
2024-09-01,Cuiabá,MT,Centro-Oeste,772.15,simulado_calibrado
2024-10-01,Cuiabá,MT,Centro-Oeste,779.02,simulado_calibrado
2024-11-01,Cuiabá,MT,Centro-Oeste,779.56,simulado_calibrado
2024-12-01,Cuiabá,MT,Centro-Oeste,777.9,simulado_calibrado
2025-01-01,Cuiabá,MT,Centro-Oeste,805.37,simulado_calibrado
2025-02-01,Cuiabá,MT,Centro-Oeste,803.39,simulado_calibrado
2025-03-01,Cuiabá,MT,Centro-Oeste,798.84,simulado_calibrado
2025-04-01,Cuiabá,MT,Centro-Oeste,800.11,real_dieese
2025-05-01,Cuiabá,MT,Centro-Oeste,810.69,real_dieese
2025-06-01,Cuiabá,MT,Centro-Oeste,817.63,real_dieese
2025-07-01,Cuiabá,MT,Centro-Oeste,813.48,real_dieese
2025-08-01,Cuiabá,MT,Centro-Oeste,800.22,real_dieese
2025-09-01,Cuiabá,MT,Centro-Oeste,794.03,real_dieese
2025-10-01,Cuiabá,MT,Centro-Oeste,794.77,real_dieese
2025-11-01,Cuiabá,MT,Centro-Oeste,789.98,real_dieese
2025-12-01,Cuiabá,MT,Centro-Oeste,791.29,real_dieese
2026-01-01,Cuiabá,MT,Centro-Oeste,810.82,real_dieese
2026-02-01,Cuiabá,MT,Centro-Oeste,793.77,real_dieese
2026-03-01,Cuiabá,MT,Centro-Oeste,838.4,real_dieese
2020-01-01,Curitiba,PR,Sul,452.32,real_dieese
2020-02-01,Curitiba,PR,Sul,447.91,real_dieese
2020-03-01,Curitiba,PR,Sul,465.47,real_dieese
2020-04-01,Curitiba,PR,Sul,511.23,real_dieese
2020-05-01,Curitiba,PR,Sul,531.27,real_dieese
2020-06-01,Curitiba,PR,Sul,506.04,real_dieese
2020-07-01,Curitiba,PR,Sul,526.14,real_dieese
2020-08-01,Curitiba,PR,Sul,505.54,real_dieese
2020-09-01,Curitiba,PR,Sul,524.25,real_dieese
2020-10-01,Curitiba,PR,Sul,521.12,real_dieese
2020-11-01,Curitiba,PR,Sul,547.29,real_dieese
2020-12-01,Curitiba,PR,Sul,540.36,real_dieese
2021-01-01,Curitiba,PR,Sul,559.73,real_dieese
2021-02-01,Curitiba,PR,Sul,572.77,real_dieese
2021-03-01,Curitiba,PR,Sul,577.17,real_dieese
2021-04-01,Curitiba,PR,Sul,583.61,real_dieese
2021-05-01,Curitiba,PR,Sul,608.89,real_dieese
2021-06-01,Curitiba,PR,Sul,618.57,real_dieese
2021-07-01,Curitiba,PR,Sul,619.83,real_dieese
2021-08-01,Curitiba,PR,Sul,600.47,real_dieese
2021-09-01,Curitiba,PR,Sul,610.85,real_dieese
2021-10-01,Curitiba,PR,Sul,639.89,real_dieese
2021-11-01,Curitiba,PR,Sul,638.96,real_dieese
2021-12-01,Curitiba,PR,Sul,628.46,real_dieese
2022-01-01,Curitiba,PR,Sul,636.57,real_dieese
2022-02-01,Curitiba,PR,Sul,652.9,real_dieese
2022-03-01,Curitiba,PR,Sul,701.59,real_dieese
2022-04-01,Curitiba,PR,Sul,739.28,real_dieese
2022-05-01,Curitiba,PR,Sul,713.68,real_dieese
2022-06-01,Curitiba,PR,Sul,701.26,real_dieese
2022-07-01,Curitiba,PR,Sul,688.78,real_dieese
2022-08-01,Curitiba,PR,Sul,685.69,real_dieese
2022-09-01,Curitiba,PR,Sul,678.73,real_dieese
2022-10-01,Curitiba,PR,Sul,696.31,real_dieese
2022-11-01,Curitiba,PR,Sul,709.84,real_dieese
2022-12-01,Curitiba,PR,Sul,698.66,real_dieese
2023-01-01,Curitiba,PR,Sul,695.18,real_dieese
2023-02-01,Curitiba,PR,Sul,678.9,real_dieese
2023-03-01,Curitiba,PR,Sul,679.76,real_dieese
2023-04-01,Curitiba,PR,Sul,694.05,real_dieese
2023-05-01,Curitiba,PR,Sul,703.83,real_dieese
2023-06-01,Curitiba,PR,Sul,701.22,real_dieese
2023-07-01,Curitiba,PR,Sul,690.31,real_dieese
2023-08-01,Curitiba,PR,Sul,685.13,real_dieese
2023-09-01,Curitiba,PR,Sul,681.23,real_dieese
2023-10-01,Curitiba,PR,Sul,675.01,real_dieese
2023-11-01,Curitiba,PR,Sul,683.44,real_dieese
2023-12-01,Curitiba,PR,Sul,697.22,real_dieese
2024-01-01,Curitiba,PR,Sul,726.23,real_dieese
2024-02-01,Curitiba,PR,Sul,731.5,real_dieese
2024-03-01,Curitiba,PR,Sul,728.06,real_dieese
2024-04-01,Curitiba,PR,Sul,726.64,real_dieese
2024-05-01,Curitiba,PR,Sul,741.46,real_dieese
2024-06-01,Curitiba,PR,Sul,754.91,real_dieese
2024-07-01,Curitiba,PR,Sul,718.32,real_dieese
2024-08-01,Curitiba,PR,Sul,697.08,real_dieese
2024-09-01,Curitiba,PR,Sul,698.44,real_dieese
2024-10-01,Curitiba,PR,Sul,726.62,real_dieese
2024-11-01,Curitiba,PR,Sul,739.4,real_dieese
2024-12-01,Curitiba,PR,Sul,741.9,real_dieese
2025-01-01,Curitiba,PR,Sul,743.69,real_dieese
2025-02-01,Curitiba,PR,Sul,745.88,real_dieese
2025-03-01,Curitiba,PR,Sul,772.83,real_dieese
2025-04-01,Curitiba,PR,Sul,793.72,real_dieese
2025-05-01,Curitiba,PR,Sul,791.39,real_dieese
2025-06-01,Curitiba,PR,Sul,789.86,real_dieese
2025-07-01,Curitiba,PR,Sul,770.93,real_dieese
2025-08-01,Curitiba,PR,Sul,752.7,real_dieese
2025-09-01,Curitiba,PR,Sul,755.56,real_dieese
2025-10-01,Curitiba,PR,Sul,761.77,real_dieese
2025-11-01,Curitiba,PR,Sul,745.59,real_dieese
2025-12-01,Curitiba,PR,Sul,737.88,real_dieese
2026-01-01,Curitiba,PR,Sul,748.05,real_dieese
2026-02-01,Curitiba,PR,Sul,745.56,real_dieese
2026-03-01,Curitiba,PR,Sul,769.61,real_dieese
2020-01-01,Florianópolis,SC,Sul,489.13,real_dieese
2020-02-01,Florianópolis,SC,Sul,493.15,real_dieese
2020-03-01,Florianópolis,SC,Sul,517.13,real_dieese
2020-04-01,Florianópolis,SC,Sul,523.8,real_dieese
2020-05-01,Florianópolis,SC,Sul,524.07,real_dieese
2020-06-01,Florianópolis,SC,Sul,516.97,real_dieese
2020-07-01,Florianópolis,SC,Sul,522.03,real_dieese
2020-08-01,Florianópolis,SC,Sul,530.42,real_dieese
2020-09-01,Florianópolis,SC,Sul,582.4,real_dieese
2020-10-01,Florianópolis,SC,Sul,584.76,real_dieese
2020-11-01,Florianópolis,SC,Sul,616.98,real_dieese
2020-12-01,Florianópolis,SC,Sul,615.57,real_dieese
2021-01-01,Florianópolis,SC,Sul,651.37,real_dieese
2021-02-01,Florianópolis,SC,Sul,639.81,real_dieese
2021-03-01,Florianópolis,SC,Sul,632.75,real_dieese
2021-04-01,Florianópolis,SC,Sul,634.53,real_dieese
2021-05-01,Florianópolis,SC,Sul,636.37,real_dieese
2021-06-01,Florianópolis,SC,Sul,645.38,real_dieese
2021-07-01,Florianópolis,SC,Sul,654.43,real_dieese
2021-08-01,Florianópolis,SC,Sul,659.0,real_dieese
2021-09-01,Florianópolis,SC,Sul,662.85,real_dieese
2021-10-01,Florianópolis,SC,Sul,700.69,real_dieese
2021-11-01,Florianópolis,SC,Sul,710.53,real_dieese
2021-12-01,Florianópolis,SC,Sul,689.56,real_dieese
2022-01-01,Florianópolis,SC,Sul,695.59,real_dieese
2022-02-01,Florianópolis,SC,Sul,707.56,real_dieese
2022-03-01,Florianópolis,SC,Sul,745.47,real_dieese
2022-04-01,Florianópolis,SC,Sul,788.0,real_dieese
2022-05-01,Florianópolis,SC,Sul,772.07,real_dieese
2022-06-01,Florianópolis,SC,Sul,760.41,real_dieese
2022-07-01,Florianópolis,SC,Sul,753.73,real_dieese
2022-08-01,Florianópolis,SC,Sul,746.21,real_dieese
2022-09-01,Florianópolis,SC,Sul,746.55,real_dieese
2022-10-01,Florianópolis,SC,Sul,753.82,real_dieese
2022-11-01,Florianópolis,SC,Sul,776.14,real_dieese
2022-12-01,Florianópolis,SC,Sul,769.19,real_dieese
2023-01-01,Florianópolis,SC,Sul,760.65,real_dieese
2023-02-01,Florianópolis,SC,Sul,746.95,real_dieese
2023-03-01,Florianópolis,SC,Sul,742.23,real_dieese
2023-04-01,Florianópolis,SC,Sul,769.35,real_dieese
2023-05-01,Florianópolis,SC,Sul,765.13,real_dieese
2023-06-01,Florianópolis,SC,Sul,771.54,real_dieese
2023-07-01,Florianópolis,SC,Sul,746.66,real_dieese
2023-08-01,Florianópolis,SC,Sul,743.94,real_dieese
2023-09-01,Florianópolis,SC,Sul,747.64,real_dieese
2023-10-01,Florianópolis,SC,Sul,738.77,real_dieese
2023-11-01,Florianópolis,SC,Sul,747.59,real_dieese
2023-12-01,Florianópolis,SC,Sul,758.5,real_dieese
2024-01-01,Florianópolis,SC,Sul,800.31,real_dieese
2024-02-01,Florianópolis,SC,Sul,783.36,real_dieese
2024-03-01,Florianópolis,SC,Sul,791.21,real_dieese
2024-04-01,Florianópolis,SC,Sul,781.53,real_dieese
2024-05-01,Florianópolis,SC,Sul,801.03,real_dieese
2024-06-01,Florianópolis,SC,Sul,816.06,real_dieese
2024-07-01,Florianópolis,SC,Sul,782.73,real_dieese
2024-08-01,Florianópolis,SC,Sul,756.31,real_dieese
2024-09-01,Florianópolis,SC,Sul,768.33,real_dieese
2024-10-01,Florianópolis,SC,Sul,796.94,real_dieese
2024-11-01,Florianópolis,SC,Sul,799.62,real_dieese
2024-12-01,Florianópolis,SC,Sul,809.46,real_dieese
2025-01-01,Florianópolis,SC,Sul,808.75,real_dieese
2025-02-01,Florianópolis,SC,Sul,807.71,real_dieese
2025-03-01,Florianópolis,SC,Sul,831.92,real_dieese
2025-04-01,Florianópolis,SC,Sul,858.2,real_dieese
2025-05-01,Florianópolis,SC,Sul,858.93,real_dieese
2025-06-01,Florianópolis,SC,Sul,867.83,real_dieese
2025-07-01,Florianópolis,SC,Sul,844.89,real_dieese
2025-08-01,Florianópolis,SC,Sul,823.11,real_dieese
2025-09-01,Florianópolis,SC,Sul,811.07,real_dieese
2025-10-01,Florianópolis,SC,Sul,824.57,real_dieese
2025-11-01,Florianópolis,SC,Sul,800.68,real_dieese
2025-12-01,Florianópolis,SC,Sul,801.29,real_dieese
2026-01-01,Florianópolis,SC,Sul,806.33,real_dieese
2026-02-01,Florianópolis,SC,Sul,797.53,real_dieese
2026-03-01,Florianópolis,SC,Sul,824.35,real_dieese
2020-01-01,Fortaleza,CE,Nordeste,433.39,real_dieese
2020-02-01,Fortaleza,CE,Nordeste,462.99,real_dieese
2020-03-01,Fortaleza,CE,Nordeste,475.11,real_dieese
2020-04-01,Fortaleza,CE,Nordeste,482.46,real_dieese
2020-05-01,Fortaleza,CE,Nordeste,455.18,real_dieese
2020-06-01,Fortaleza,CE,Nordeste,464.31,real_dieese
2020-07-01,Fortaleza,CE,Nordeste,454.74,real_dieese
2020-08-01,Fortaleza,CE,Nordeste,462.13,real_dieese
2020-09-01,Fortaleza,CE,Nordeste,485.75,real_dieese
2020-10-01,Fortaleza,CE,Nordeste,510.54,real_dieese
2020-11-01,Fortaleza,CE,Nordeste,539.33,real_dieese
2020-12-01,Fortaleza,CE,Nordeste,534.96,real_dieese
2021-01-01,Fortaleza,CE,Nordeste,532.97,real_dieese
2021-02-01,Fortaleza,CE,Nordeste,523.46,real_dieese
2021-03-01,Fortaleza,CE,Nordeste,517.05,real_dieese
2021-04-01,Fortaleza,CE,Nordeste,525.26,real_dieese
2021-05-01,Fortaleza,CE,Nordeste,532.21,real_dieese
2021-06-01,Fortaleza,CE,Nordeste,541.61,real_dieese
2021-07-01,Fortaleza,CE,Nordeste,562.82,real_dieese
2021-08-01,Fortaleza,CE,Nordeste,552.24,real_dieese
2021-09-01,Fortaleza,CE,Nordeste,552.09,real_dieese
2021-10-01,Fortaleza,CE,Nordeste,563.96,real_dieese
2021-11-01,Fortaleza,CE,Nordeste,580.36,real_dieese
2021-12-01,Fortaleza,CE,Nordeste,579.06,real_dieese
2022-01-01,Fortaleza,CE,Nordeste,607.35,real_dieese
2022-02-01,Fortaleza,CE,Nordeste,609.6,real_dieese
2022-03-01,Fortaleza,CE,Nordeste,635.02,real_dieese
2022-04-01,Fortaleza,CE,Nordeste,647.63,real_dieese
2022-05-01,Fortaleza,CE,Nordeste,628.46,real_dieese
2022-06-01,Fortaleza,CE,Nordeste,657.0,real_dieese
2022-07-01,Fortaleza,CE,Nordeste,641.46,real_dieese
2022-08-01,Fortaleza,CE,Nordeste,626.98,real_dieese
2022-09-01,Fortaleza,CE,Nordeste,620.87,real_dieese
2022-10-01,Fortaleza,CE,Nordeste,622.57,real_dieese
2022-11-01,Fortaleza,CE,Nordeste,630.67,real_dieese
2022-12-01,Fortaleza,CE,Nordeste,653.99,real_dieese
2023-01-01,Fortaleza,CE,Nordeste,679.81,real_dieese
2023-02-01,Fortaleza,CE,Nordeste,671.32,real_dieese
2023-03-01,Fortaleza,CE,Nordeste,647.92,real_dieese
2023-04-01,Fortaleza,CE,Nordeste,669.79,real_dieese
2023-05-01,Fortaleza,CE,Nordeste,672.66,real_dieese
2023-06-01,Fortaleza,CE,Nordeste,661.16,real_dieese
2023-07-01,Fortaleza,CE,Nordeste,661.5,real_dieese
2023-08-01,Fortaleza,CE,Nordeste,642.68,real_dieese
2023-09-01,Fortaleza,CE,Nordeste,640.48,real_dieese
2023-10-01,Fortaleza,CE,Nordeste,648.93,real_dieese
2023-11-01,Fortaleza,CE,Nordeste,639.91,real_dieese
2023-12-01,Fortaleza,CE,Nordeste,630.38,real_dieese
2024-01-01,Fortaleza,CE,Nordeste,618.32,real_dieese
2024-02-01,Fortaleza,CE,Nordeste,627.67,real_dieese
2024-03-01,Fortaleza,CE,Nordeste,663.22,real_dieese
2024-04-01,Fortaleza,CE,Nordeste,714.68,real_dieese
2024-05-01,Fortaleza,CE,Nordeste,709.9,real_dieese
2024-06-01,Fortaleza,CE,Nordeste,697.33,real_dieese
2024-07-01,Fortaleza,CE,Nordeste,677.53,real_dieese
2024-08-01,Fortaleza,CE,Nordeste,630.48,real_dieese
2024-09-01,Fortaleza,CE,Nordeste,615.92,real_dieese
2024-10-01,Fortaleza,CE,Nordeste,641.34,real_dieese
2024-11-01,Fortaleza,CE,Nordeste,663.95,real_dieese
2024-12-01,Fortaleza,CE,Nordeste,673.77,real_dieese
2025-01-01,Fortaleza,CE,Nordeste,700.44,real_dieese
2025-02-01,Fortaleza,CE,Nordeste,710.66,real_dieese
2025-03-01,Fortaleza,CE,Nordeste,727.46,real_dieese
2025-04-01,Fortaleza,CE,Nordeste,746.52,real_dieese
2025-05-01,Fortaleza,CE,Nordeste,728.49,real_dieese
2025-06-01,Fortaleza,CE,Nordeste,735.11,real_dieese
2025-07-01,Fortaleza,CE,Nordeste,738.09,real_dieese
2025-08-01,Fortaleza,CE,Nordeste,723.06,real_dieese
2025-09-01,Fortaleza,CE,Nordeste,677.42,real_dieese
2025-10-01,Fortaleza,CE,Nordeste,686.78,real_dieese
2025-11-01,Fortaleza,CE,Nordeste,670.63,real_dieese
2025-12-01,Fortaleza,CE,Nordeste,677.0,real_dieese
2026-01-01,Fortaleza,CE,Nordeste,694.06,real_dieese
2026-02-01,Fortaleza,CE,Nordeste,692.99,real_dieese
2026-03-01,Fortaleza,CE,Nordeste,727.9,real_dieese
2020-01-01,Goiânia,GO,Centro-Oeste,455.08,real_dieese
2020-02-01,Goiânia,GO,Centro-Oeste,448.62,real_dieese
2020-03-01,Goiânia,GO,Centro-Oeste,456.18,real_dieese
2020-04-01,Goiânia,GO,Centro-Oeste,493.21,real_dieese
2020-05-01,Goiânia,GO,Centro-Oeste,505.99,real_dieese
2020-06-01,Goiânia,GO,Centro-Oeste,480.78,real_dieese
2020-07-01,Goiânia,GO,Centro-Oeste,472.86,real_dieese
2020-08-01,Goiânia,GO,Centro-Oeste,483.15,real_dieese
2020-09-01,Goiânia,GO,Centro-Oeste,510.52,real_dieese
2020-10-01,Goiânia,GO,Centro-Oeste,537.61,real_dieese
2020-11-01,Goiânia,GO,Centro-Oeste,557.46,real_dieese
2020-12-01,Goiânia,GO,Centro-Oeste,563.8,real_dieese
2021-01-01,Goiânia,GO,Centro-Oeste,574.76,real_dieese
2021-02-01,Goiânia,GO,Centro-Oeste,560.67,real_dieese
2021-03-01,Goiânia,GO,Centro-Oeste,552.05,real_dieese
2021-04-01,Goiânia,GO,Centro-Oeste,556.27,real_dieese
2021-05-01,Goiânia,GO,Centro-Oeste,564.04,real_dieese
2021-06-01,Goiânia,GO,Centro-Oeste,551.49,real_dieese
2021-07-01,Goiânia,GO,Centro-Oeste,562.13,real_dieese
2021-08-01,Goiânia,GO,Centro-Oeste,565.4,real_dieese
2021-09-01,Goiânia,GO,Centro-Oeste,574.08,real_dieese
2021-10-01,Goiânia,GO,Centro-Oeste,591.78,real_dieese
2021-11-01,Goiânia,GO,Centro-Oeste,599.64,real_dieese
2021-12-01,Goiânia,GO,Centro-Oeste,597.24,real_dieese
2022-01-01,Goiânia,GO,Centro-Oeste,624.91,real_dieese
2022-02-01,Goiânia,GO,Centro-Oeste,641.09,real_dieese
2022-03-01,Goiânia,GO,Centro-Oeste,663.48,real_dieese
2022-04-01,Goiânia,GO,Centro-Oeste,682.87,real_dieese
2022-05-01,Goiânia,GO,Centro-Oeste,674.63,real_dieese
2022-06-01,Goiânia,GO,Centro-Oeste,674.08,real_dieese
2022-07-01,Goiânia,GO,Centro-Oeste,672.91,real_dieese
2022-08-01,Goiânia,GO,Centro-Oeste,660.83,real_dieese
2022-09-01,Goiânia,GO,Centro-Oeste,658.7,real_dieese
2022-10-01,Goiânia,GO,Centro-Oeste,675.79,real_dieese
2022-11-01,Goiânia,GO,Centro-Oeste,689.49,real_dieese
2022-12-01,Goiânia,GO,Centro-Oeste,704.63,real_dieese
2023-01-01,Goiânia,GO,Centro-Oeste,710.62,real_dieese
2023-02-01,Goiânia,GO,Centro-Oeste,695.18,real_dieese
2023-03-01,Goiânia,GO,Centro-Oeste,680.92,real_dieese
2023-04-01,Goiânia,GO,Centro-Oeste,704.94,real_dieese
2023-05-01,Goiânia,GO,Centro-Oeste,704.89,real_dieese
2023-06-01,Goiânia,GO,Centro-Oeste,669.39,real_dieese
2023-07-01,Goiânia,GO,Centro-Oeste,657.71,real_dieese
2023-08-01,Goiânia,GO,Centro-Oeste,641.53,real_dieese
2023-09-01,Goiânia,GO,Centro-Oeste,630.95,real_dieese
2023-10-01,Goiânia,GO,Centro-Oeste,636.07,real_dieese
2023-11-01,Goiânia,GO,Centro-Oeste,648.59,real_dieese
2023-12-01,Goiânia,GO,Centro-Oeste,669.36,real_dieese
2024-01-01,Goiânia,GO,Centro-Oeste,710.7,real_dieese
2024-02-01,Goiânia,GO,Centro-Oeste,707.81,real_dieese
2024-03-01,Goiânia,GO,Centro-Oeste,703.57,real_dieese
2024-04-01,Goiânia,GO,Centro-Oeste,701.01,real_dieese
2024-05-01,Goiânia,GO,Centro-Oeste,704.51,real_dieese
2024-06-01,Goiânia,GO,Centro-Oeste,711.43,real_dieese
2024-07-01,Goiânia,GO,Centro-Oeste,695.98,real_dieese
2024-08-01,Goiânia,GO,Centro-Oeste,667.87,real_dieese
2024-09-01,Goiânia,GO,Centro-Oeste,672.93,real_dieese
2024-10-01,Goiânia,GO,Centro-Oeste,695.37,real_dieese
2024-11-01,Goiânia,GO,Centro-Oeste,727.65,real_dieese
2024-12-01,Goiânia,GO,Centro-Oeste,732.5,real_dieese
2025-01-01,Goiânia,GO,Centro-Oeste,756.92,real_dieese
2025-02-01,Goiânia,GO,Centro-Oeste,739.34,real_dieese
2025-03-01,Goiânia,GO,Centro-Oeste,754.06,real_dieese
2025-04-01,Goiânia,GO,Centro-Oeste,767.43,real_dieese
2025-05-01,Goiânia,GO,Centro-Oeste,758.67,real_dieese
2025-06-01,Goiânia,GO,Centro-Oeste,744.27,real_dieese
2025-07-01,Goiânia,GO,Centro-Oeste,735.18,real_dieese
2025-08-01,Goiânia,GO,Centro-Oeste,718.94,real_dieese
2025-09-01,Goiânia,GO,Centro-Oeste,710.52,real_dieese
2025-10-01,Goiânia,GO,Centro-Oeste,720.57,real_dieese
2025-11-01,Goiânia,GO,Centro-Oeste,717.39,real_dieese
2025-12-01,Goiânia,GO,Centro-Oeste,725.95,real_dieese
2026-01-01,Goiânia,GO,Centro-Oeste,735.94,real_dieese
2026-02-01,Goiânia,GO,Centro-Oeste,731.34,real_dieese
2026-03-01,Goiânia,GO,Centro-Oeste,760.44,real_dieese
2020-01-01,João Pessoa,PB,Nordeste,388.02,real_dieese
2020-02-01,João Pessoa,PB,Nordeste,403.98,real_dieese
2020-03-01,João Pessoa,PB,Nordeste,414.05,real_dieese
2020-04-01,João Pessoa,PB,Nordeste,437.93,real_dieese
2020-05-01,João Pessoa,PB,Nordeste,440.25,real_dieese
2020-06-01,João Pessoa,PB,Nordeste,430.44,real_dieese
2020-07-01,João Pessoa,PB,Nordeste,417.75,real_dieese
2020-08-01,João Pessoa,PB,Nordeste,414.5,real_dieese
2020-09-01,João Pessoa,PB,Nordeste,432.04,real_dieese
2020-10-01,João Pessoa,PB,Nordeste,449.97,real_dieese
2020-11-01,João Pessoa,PB,Nordeste,454.85,real_dieese
2020-12-01,João Pessoa,PB,Nordeste,475.19,real_dieese
2021-01-01,João Pessoa,PB,Nordeste,471.87,real_dieese
2021-02-01,João Pessoa,PB,Nordeste,484.54,real_dieese
2021-03-01,João Pessoa,PB,Nordeste,478.52,real_dieese
